root_id,influence,adjusted,super_class,class,betweenness,rank,hops
720575940625182341,0.07756316478816262,21.443337354945637,descending,unknown,0.0,1461,2
720575940625183309,1.756659584201705,24.563414042113298,central,Kenyon_Cell,0.0,5008,2
720575940625185149,0.08097041008720045,21.486328501383813,central,unknown,0.0,2749,2
720575940625187586,1.2460253953560223,24.219958801663196,central,Kenyon_Cell,0.0,3412,2
720575940625207019,2.104838669842005,24.74423882279202,central,ALPN,0.0,973,2
720575940625210969,1.1368685380037096,24.12827758627516,central,unknown,0.0,5605,2
720575940625212965,0.6693514946847312,23.59855404628639,central,unknown,0.0,6159,2
720575940625215416,3.1575021426864107,25.149781253844466,sensory,olfactory,0.0,3031,0
720575940625233997,1.2817390673022573,24.248217802136622,central,unknown,0.0,3432,2
720575940625235033,1.2410452464629986,24.21595396523793,central,Kenyon_Cell,0.0,1137,2
720575940625237891,1.2294606969844948,24.206575615497442,central,ALPN,0.0,6728,2
720575940625242129,1.3945230638383002,24.332552467094064,central,LHLN,0.0,6757,2
720575940625249618,1.4363495971342521,24.362104893039742,central,ALPN,0.0,2961,2
720575940625251401,2.2739815838501616,24.821532296724822,central,ALLN,0.0,4997,1
720575940625253193,0.02742011402523509,20.403521553612936,central,unknown,2.913621325377205e-07,562,2
720575940625261598,0.12656182897710905,21.932975676395404,central,unknown,0.0,4194,2
720575940625271845,1.0,24.0,sensory,olfactory,0.0,1954,0
720575940625273116,3.0763298147866767,25.123737267867796,sensory,olfactory,0.0,1427,0
720575940625283770,3.1325996368603723,25.14186321473966,sensory,olfactory,0.0,3457,0
720575940625286473,1.7978549349781412,24.586594251469787,central,LHLN,0.0,2087,2
720575940625288423,1.0,24.0,sensory,olfactory,0.0,3532,0
720575940625293514,0.9108513215032155,23.906624401339798,sensory,thermosensory,0.0,8407,2
720575940625298690,1.0,24.0,sensory,olfactory,0.0,3229,0
720575940625305884,3.0663568206606393,25.120490153541233,sensory,olfactory,0.0,1430,0
720575940625306603,0.10622095432895722,21.75776612042814,descending,unknown,0.0,1993,2
720575940625309882,1.7727022154474648,24.57250505779564,central,Kenyon_Cell,0.0,5413,2
720575940625310014,0.06056325097954275,21.195933010666977,central,unknown,0.0,5485,2
720575940625317139,1.0560266598571963,24.054513431042285,central,Kenyon_Cell,0.0,4318,2
720575940625318531,1.5260522931706246,24.422684200407907,central,Kenyon_Cell,0.0,5178,2
720575940625328074,0.7829418389146962,23.755303134447352,central,unknown,0.0,860,2
720575940625329726,1.9113122984253192,24.64779007337429,central,Kenyon_Cell,0.0,2071,2
720575940625330494,1.9002531841918184,24.641987132132556,central,Kenyon_Cell,0.0,5197,2
720575940625334424,3.092721245902327,25.129051365458615,sensory,olfactory,0.0,5846,0
720575940625334970,0.23919953237108066,22.56954278812203,central,unknown,0.0,4750,2
720575940625336464,0.07588544209355123,21.421469583248722,central,unknown,0.0,7112,2
720575940625337546,2.988809520820473,25.094875154546667,sensory,olfactory,0.0,1885,0
