modality,kind,band,size,label,detour_pct,cut_pairs,single_sum,best_single,superadd,z_vs_rankmatched,ctl_mean,ctl_degenerate,median_rank
mechanosensory,random,rank200_1000,32,rank200_1000,0.2389199912318286,0,,,,,,,
mechanosensory,random,rank200_1000,32,rank200_1000,0.2919174837033451,0,,,,,,,
mechanosensory,random,rank200_1000,32,rank200_1000,0.3424438675053657,0,,,,,,,
mechanosensory,random,rank1000_2000,1,rank1000_2000,0.00021924261919,0,,,,,,,
mechanosensory,random,rank1000_2000,1,rank1000_2000,0.0005819584654201,0,,,,,,,
mechanosensory,random,rank1000_2000,1,rank1000_2000,0.0006748255624649,0,,,,,,,
mechanosensory,random,rank1000_2000,1,rank1000_2000,0.0,0,,,,,,,
mechanosensory,random,rank1000_2000,1,rank1000_2000,0.0,0,,,,,,,
mechanosensory,random,rank1000_2000,1,rank1000_2000,0.0,0,,,,,,,
mechanosensory,random,rank1000_2000,1,rank1000_2000,0.0,0,,,,,,,
mechanosensory,random,rank1000_2000,1,rank1000_2000,1.0630325426330272e-06,0,,,,,,,
mechanosensory,random,rank1000_2000,1,rank1000_2000,0.0003421857735924,0,,,,,,,
mechanosensory,random,rank1000_2000,1,rank1000_2000,0.0035107342181038,0,,,,,,,
mechanosensory,random,rank1000_2000,2,rank1000_2000,0.0126340954473307,0,,,,,,,
mechanosensory,random,rank1000_2000,2,rank1000_2000,0.0008907696598673,0,,,,,,,
mechanosensory,random,rank1000_2000,2,rank1000_2000,4.933772028057918e-05,0,,,,,,,
mechanosensory,random,rank1000_2000,2,rank1000_2000,0.0008579244843591,0,,,,,,,
mechanosensory,random,rank1000_2000,2,rank1000_2000,0.0014514025290991,0,,,,,,,
mechanosensory,random,rank1000_2000,2,rank1000_2000,0.0016038456110941,0,,,,,,,
mechanosensory,random,rank1000_2000,2,rank1000_2000,0.0062505242101026,0,,,,,,,
mechanosensory,random,rank1000_2000,2,rank1000_2000,0.0017014745396971,0,,,,,,,
mechanosensory,random,rank1000_2000,2,rank1000_2000,0.0006632550585119,0,,,,,,,
mechanosensory,random,rank1000_2000,2,rank1000_2000,1.972191725499291e-05,0,,,,,,,
mechanosensory,random,rank1000_2000,4,rank1000_2000,0.00298803516105,0,,,,,,,
mechanosensory,random,rank1000_2000,4,rank1000_2000,0.0022659462400378,0,,,,,,,
mechanosensory,random,rank1000_2000,4,rank1000_2000,0.0017026117749252,0,,,,,,,
mechanosensory,random,rank1000_2000,4,rank1000_2000,0.0100160363459965,0,,,,,,,
mechanosensory,random,rank1000_2000,4,rank1000_2000,0.0056435223711515,0,,,,,,,
mechanosensory,random,rank1000_2000,4,rank1000_2000,0.0032899190876459,0,,,,,,,
mechanosensory,random,rank1000_2000,4,rank1000_2000,0.0025975601856752,0,,,,,,,
mechanosensory,random,rank1000_2000,4,rank1000_2000,0.004191370141411,0,,,,,,,
mechanosensory,random,rank1000_2000,4,rank1000_2000,0.0028210539694161,0,,,,,,,
mechanosensory,random,rank1000_2000,4,rank1000_2000,0.0015999577007556,0,,,,,,,
mechanosensory,random,rank1000_2000,8,rank1000_2000,0.0058493222443838,0,,,,,,,
mechanosensory,random,rank1000_2000,8,rank1000_2000,0.0097227238366402,0,,,,,,,
mechanosensory,random,rank1000_2000,8,rank1000_2000,0.0111861643885269,0,,,,,,,
mechanosensory,random,rank1000_2000,8,rank1000_2000,0.0086252620416741,0,,,,,,,
mechanosensory,random,rank1000_2000,8,rank1000_2000,0.0140274492844026,0,,,,,,,
mechanosensory,random,rank1000_2000,8,rank1000_2000,0.0173885935811409,0,,,,,,,
mechanosensory,random,rank1000_2000,8,rank1000_2000,0.0045388036555551,0,,,,,,,
mechanosensory,random,rank1000_2000,8,rank1000_2000,0.0068815683639476,0,,,,,,,
mechanosensory,random,rank1000_2000,8,rank1000_2000,0.0192734266958114,0,,,,,,,
mechanosensory,random,rank1000_2000,8,rank1000_2000,0.0081031314681124,0,,,,,,,
mechanosensory,random,rank1000_2000,16,rank1000_2000,0.0460125053842426,0,,,,,,,
mechanosensory,random,rank1000_2000,16,rank1000_2000,0.0279004528197242,0,,,,,,,
mechanosensory,random,rank1000_2000,16,rank1000_2000,0.0268691956717966,0,,,,,,,
mechanosensory,random,rank1000_2000,16,rank1000_2000,0.0258110866663108,0,,,,,,,
mechanosensory,random,rank1000_2000,16,rank1000_2000,0.0107386389902577,0,,,,,,,
mechanosensory,random,rank1000_2000,16,rank1000_2000,0.0121210616387757,0,,,,,,,
mechanosensory,random,rank1000_2000,16,rank1000_2000,0.0166126403420574,0,,,,,,,
mechanosensory,random,rank1000_2000,16,rank1000_2000,0.0232068938608619,0,,,,,,,
mechanosensory,random,rank1000_2000,16,rank1000_2000,0.0270570288442369,0,,,,,,,
mechanosensory,random,rank1000_2000,16,rank1000_2000,0.0066506810321942,0,,,,,,,
mechanosensory,random,rank1000_2000,32,rank1000_2000,0.0391132357179498,0,,,,,,,
mechanosensory,random,rank1000_2000,32,rank1000_2000,0.0378108800256771,0,,,,,,,
mechanosensory,random,rank1000_2000,32,rank1000_2000,0.1048057400057982,0,,,,,,,
mechanosensory,random,rank1000_2000,32,rank1000_2000,0.0350340586565456,0,,,,,,,
mechanosensory,random,rank1000_2000,32,rank1000_2000,0.0262774870144844,0,,,,,,,
mechanosensory,random,rank1000_2000,32,rank1000_2000,0.0378376692340264,0,,,,,,,
mechanosensory,random,rank1000_2000,32,rank1000_2000,0.0237019654229886,1110,,,,,,,
mechanosensory,random,rank1000_2000,32,rank1000_2000,0.0326986745082732,0,,,,,,,
mechanosensory,random,rank1000_2000,32,rank1000_2000,0.0544578657444257,0,,,,,,,
mechanosensory,random,rank1000_2000,32,rank1000_2000,0.0602956269156164,0,,,,,,,
mechanosensory,celltype,rank_matched,2,AN_GNG_89,0.9514967704546106,5570,0.9256749019478568,0.5070846600163701,1.027895180535216,1.894274430371108,0.3034240105066422,False,2.5
mechanosensory,celltype,rank_matched,2,DNg62,0.7562182353362178,0,0.76168900764946,0.4211493280768998,0.9928175774386916,1.55461425721165,0.2985925213399431,False,6.5
mechanosensory,celltype,rank_matched,2,PS100,0.2695027398275232,0,0.2383643532375257,0.1498647554867277,1.1306335706957351,-0.4225980806568009,0.3979577835064055,False,20.5
mechanosensory,celltype,rank_matched,2,DNg84,0.1936660914939137,3336,0.1904746627369144,0.1463695417483586,1.016755135361008,-0.6124498162795005,0.3338921498215403,False,10.5
mechanosensory,celltype,rank_matched,2,DNge132,1.4150560495204951,0,1.414747963639316,0.8884150951269226,1.0002177673261226,6.652516979754928,0.2583657417202014,False,7.5
mechanosensory,celltype,rank_matched,2,AVLP080,0.275318302356831,0,0.2666358831990762,0.1437221209923021,1.0325628308297587,-0.3492666108581479,0.3531551147933708,False,9.5
mechanosensory,celltype,rank_matched,2,CB0021,0.3108712688690562,0,0.3065933482229614,0.1577609684744194,1.013953077165209,-0.1348100199692677,0.344238434137431,False,9.0
mechanosensory,celltype,rank_matched,2,CB0574,0.3434040624698516,0,0.3334539007007659,0.2885925814133894,1.029839692227846,0.0990820721748459,0.3106961463352926,False,35.5
mechanosensory,celltype,rank_matched,2,DNa03,0.1842145923917645,0,0.1704125480624901,0.0951478302569488,1.0809919485753663,-0.2169462685464752,0.2206775480165636,False,20.0
mechanosensory,celltype,rank_matched,2,CB0109,1.110232474363949,6684,1.0693604363596856,0.9850710937035386,1.038221011938126,2.7587797321174885,0.3180469329467923,False,18.0
mechanosensory,celltype,rank_matched,2,CB0534,0.1792060655939869,100,0.1639938678316743,0.1129904752526114,1.0927607718718275,0.7337828241738134,0.1094788511685083,False,136.5
mechanosensory,celltype,rank_matched,2,AVLP340,0.3992768967653781,0,0.3980989945136589,0.2195357970524096,1.002958817449811,1.7641108825881966,0.171516882339468,False,20.5
mechanosensory,celltype,rank_matched,2,CB0478,0.5502823743412844,1114,0.5402406375121647,0.2751752454809218,1.018587525876177,1.0048096052058573,0.3017297971314932,False,39.5
mechanosensory,celltype,rank_matched,2,DNg100,0.0935944459340238,0,0.0889238390262348,0.0825999932481053,1.05252367597862,1.151521567038634,0.0474954480877828,False,286.0
mechanosensory,celltype,rank_matched,2,DNg35,0.292108943877248,2224,0.2865074519674749,0.2861141869610855,1.0195509466553387,0.4777679440614902,0.2314977847590277,False,42.5
mechanosensory,celltype,rank_matched,2,CB0443,0.0701269015743218,0,0.069035720320088,0.0515187507628655,1.0158060385141852,-1.0526991879065226,0.3185490566872413,False,33.0
mechanosensory,celltype,rank_matched,2,AN_GNG_SAD_2,0.3280946446877863,4456,0.322320048507884,0.3122534372142719,1.0179157213664949,0.8760707222664936,0.2047557311196715,False,46.0
mechanosensory,celltype,rank_matched,2,PVLP115,0.0970587365903631,0,0.0831981540902248,0.0600060181691482,1.1665972358606305,-0.548797734762049,0.1973757204690094,False,82.5
mechanosensory,celltype,rank_matched,2,CB0442,0.3018281392594718,0,0.2913652386467159,0.166695523242125,1.0359099138296397,1.2359151335932648,0.1466587883847848,False,46.5
mechanosensory,celltype,rank_matched,2,VES005,0.0855160301041713,0,0.0851094535425951,0.0574076160343205,1.0047771022448482,-1.2121048393024247,0.3601719443581756,False,54.5
mechanosensory,celltype,rank_matched,2,DNge027,0.546656987464869,0,0.5401391128872739,0.3334234415138418,1.0120670294412757,2.301056115273618,0.2091652248798258,False,33.5
mechanosensory,celltype,rank_matched,2,PVLP076,0.0579238027792839,0,0.057680794433814,0.0322484461078615,1.0042129854114383,-0.5406091338394019,0.1428348478319044,False,101.0
mechanosensory,celltype,rank_matched,2,DNge123,0.1548419565850414,0,0.1625799142824836,0.155861990606261,0.9524052049627888,0.9894482893641388,0.0632022002116443,False,261.0
mechanosensory,celltype,rank_matched,2,PS124,0.1338006187218663,0,0.0307533681466033,0.0207765521978269,4.350763080129304,-0.5576495391881617,0.279235276960182,False,43.0
mechanosensory,celltype,rank_matched,2,CB0676,0.0855858745642879,0,0.0855157914704785,0.0430236719436346,1.0008195339434305,-0.6890445304213463,0.2699845754918474,False,43.0
ocellar,random,top200,1,top200,0.0,0,,,,,,,
ocellar,random,top200,1,top200,0.5499830883655518,0,,,,,,,
ocellar,random,top200,1,top200,0.0,0,,,,,,,
ocellar,random,top200,1,top200,0.0374967719092662,0,,,,,,,
ocellar,random,top200,1,top200,0.3470349776637494,0,,,,,,,
ocellar,random,top200,1,top200,0.0,0,,,,,,,
ocellar,random,top200,1,top200,0.0,0,,,,,,,
ocellar,random,top200,1,top200,0.2780755040525263,0,,,,,,,
ocellar,random,top200,1,top200,0.0,0,,,,,,,
ocellar,random,top200,1,top200,0.0,0,,,,,,,
ocellar,random,top200,2,top200,0.2034468698610922,0,,,,,,,
ocellar,random,top200,2,top200,0.0278904600553457,0,,,,,,,
ocellar,random,top200,2,top200,0.0,0,,,,,,,
ocellar,random,top200,2,top200,0.0,0,,,,,,,
ocellar,random,top200,2,top200,0.0045348847506295,0,,,,,,,
ocellar,random,top200,2,top200,0.0,0,,,,,,,
ocellar,random,top200,2,top200,1.9346444267062517,785,,,,,,,
ocellar,random,top200,2,top200,0.4068974782625243,0,,,,,,,
ocellar,random,top200,2,top200,0.2844825495654732,0,,,,,,,
ocellar,random,top200,2,top200,0.013471511937013,0,,,,,,,
ocellar,random,top200,4,top200,4.066915726403479,0,,,,,,,
ocellar,random,top200,4,top200,1.1087926322136783,0,,,,,,,
ocellar,random,top200,4,top200,1.2015048971936624,0,,,,,,,
ocellar,random,top200,4,top200,7.353867463394464e-05,0,,,,,,,
ocellar,random,top200,4,top200,0.0273405180245701,0,,,,,,,
ocellar,random,top200,4,top200,0.0,0,,,,,,,
ocellar,random,top200,4,top200,0.4806961888061763,979,,,,,,,
ocellar,random,top200,4,top200,2.374403166099188,178,,,,,,,
ocellar,random,top200,4,top200,0.0231688226528936,0,,,,,,,
ocellar,random,top200,4,top200,4.963708718420898,300,,,,,,,
ocellar,random,top200,8,top200,1.1267829648071024,946,,,,,,,
ocellar,random,top200,8,top200,2.787061839876942,0,,,,,,,
ocellar,random,top200,8,top200,0.5848405257449553,704,,,,,,,
ocellar,random,top200,8,top200,0.0045812395000218,0,,,,,,,
ocellar,random,top200,8,top200,0.2874457126681313,0,,,,,,,
ocellar,random,top200,8,top200,0.4649766370598698,946,,,,,,,
ocellar,random,top200,8,top200,0.6684424303079893,0,,,,,,,
ocellar,random,top200,8,top200,2.1557976460686734,89,,,,,,,
ocellar,random,top200,8,top200,1.6364332603611054,0,,,,,,,
ocellar,random,top200,8,top200,5.46343782447064,88,,,,,,,
ocellar,random,top200,16,top200,3.363220486460958,1086,,,,,,,
ocellar,random,top200,16,top200,1.3929763967878874,696,,,,,,,
ocellar,random,top200,16,top200,0.5494379705703386,0,,,,,,,
ocellar,random,top200,16,top200,16.7982165426084,1462,,,,,,,
ocellar,random,top200,16,top200,6.319015411535278,348,,,,,,,
ocellar,random,top200,16,top200,1.0887465030610133,0,,,,,,,
ocellar,random,top200,16,top200,2.140530819814199,0,,,,,,,
ocellar,random,top200,16,top200,4.618243644101838,602,,,,,,,
ocellar,random,top200,16,top200,1.8815817584394432,0,,,,,,,
ocellar,random,top200,16,top200,5.808313993548333,174,,,,,,,
ocellar,random,top200,32,top200,5.787630510521155,1316,,,,,,,
ocellar,random,top200,32,top200,5.74094616415909,1245,,,,,,,
ocellar,random,top200,32,top200,7.383242531944237,1190,,,,,,,
ocellar,random,top200,32,top200,5.418140195149984,0,,,,,,,
ocellar,random,top200,32,top200,6.29570976048159,1238,,,,,,,
ocellar,random,top200,32,top200,8.774441309898735,166,,,,,,,
ocellar,random,top200,32,top200,6.446513810971382,0,,,,,,,
ocellar,random,top200,32,top200,9.450843604374136,166,,,,,,,
ocellar,random,top200,32,top200,2.925556225894435,95,,,,,,,
ocellar,random,top200,32,top200,4.987880238882964,1422,,,,,,,
ocellar,random,rank200_1000,1,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,1,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,1,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,1,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,1,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,1,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,1,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,1,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,1,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,1,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,2,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,2,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,2,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,2,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,2,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,2,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,2,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,2,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,2,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,2,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,4,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,4,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,4,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,4,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,4,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,4,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,4,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,4,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,4,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,4,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,8,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,8,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,8,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,8,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,8,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,8,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,8,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,8,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,8,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,8,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,16,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,16,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,16,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,16,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,16,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,16,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,16,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,16,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,16,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,16,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,32,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,32,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,32,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,32,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,32,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,32,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,32,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,32,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,32,rank200_1000,0.0,0,,,,,,,
ocellar,random,rank200_1000,32,rank200_1000,0.0,0,,,,,,,
ocellar,celltype,rank_matched,2,OCG01d,12.191463494390897,1710,11.204542217596469,10.253271164910837,1.0880822489333382,3.425025840459252,2.025456893887636,False,3.0
ocellar,celltype,rank_matched,2,CB0567,3.8221641974384015,0,2.7343652197437494,2.449882670178276,1.397825049060782,2.786444333328048,1.297504947426041,False,28.0
ocellar,celltype,rank_matched,2,OCG01e,3.3777433498766807,900,3.189235119843888,2.124267675152548,1.059107661539241,0.0838328960966472,2.997355081593833,False,6.5
ocellar,celltype,rank_matched,2,OCG01b,3.3196330395101548,540,3.293636960722487,2.248377460533315,1.0078928185157252,0.1746727022895318,2.770000258805049,False,6.5
ocellar,celltype,rank_matched,2,DNp28,0.5456939207139253,1672,0.3960029603470993,0.3873464098818004,1.3780046498531748,-0.5175357835046818,1.0251226119925787,False,9.5
ocellar,celltype,rank_matched,2,DNp19,0.0,957,3.3039892480874973,3.3039892480874973,0.0,-1.0829721508654804,1.8297375373721685,False,10.5
ocellar,celltype,rank_matched,2,CB1350,0.0,968,0.0,0.0,,-0.4967246907752466,0.1598600701363675,False,58.5
ocellar,celltype,rank_matched,2,CB0415,3.8913149085411702,0,3.657824196625231,3.484412635163812,1.0638332241695383,3.036720390329727,0.8626836733371256,False,35.5
ocellar,celltype,rank_matched,2,OCG01f,1.31669984724783,180,1.4549967522053715,0.8148419021607162,0.9049503686190902,0.2049333670459492,1.1416437503904802,False,20.0
ocellar,celltype,rank_matched,2,PS126,3.114631539135026,0,3.1502174469147106,3.0154308456021446,0.9887036662137284,0.0708652877857861,2.828046051660004,False,30.0
ocellar,celltype,rank_matched,2,OCG02b,6.9726400983139625,474,4.664722880399269,4.053073446510044,1.4947597696772827,4.26963304956357,1.3902359305813634,False,20.5
ocellar,celltype,rank_matched,2,PS276,1.607324990203952,0,1.5058643127410996,1.470332027189864,1.0673770382924908,0.7336446943991216,0.6623825533455638,False,46.5
ocellar,celltype,rank_matched,2,DNb06,0.2010058814250859,0,0.1991876139814512,0.1991876139814512,1.0091284162066625,-0.109563204679088,0.2733440081836223,False,104.5
ocellar,celltype,rank_matched,4,CB2126,1.222424377722293,0,0.6778586678631298,0.3011973614046754,1.803361726679461,-0.6394782476230227,4.661970280656045,False,34.5
ocellar,celltype,rank_matched,2,PS051,0.8999023781193194,0,0.9156440879800588,0.8283152979059445,0.982808047288913,-0.2572882331647363,1.774557024970613,False,43.5
ocellar,celltype,rank_matched,2,CB3716,1.244347884942942,0,1.243860639249089,0.7592015123125332,1.000391720485783,-0.239251463223875,2.090067161629263,False,29.0
ocellar,celltype,rank_matched,2,OCG01c,0.4568814416003305,0,0.451655382003952,0.3083663143055617,1.0115709007455882,-0.5016978121829794,0.8312726253282724,False,34.0
ocellar,celltype,rank_matched,3,CB1873,0.777972844433317,0,0.7539324559262738,0.4068974782625243,1.0318866608249508,0.2901746306434721,0.5033873048100294,False,47.0
ocellar,celltype,rank_matched,2,PS280,0.2435132052147658,0,0.2435132052147658,0.1871780684035297,0.9999999999999998,-0.3477435235358803,1.3708239551384402,False,51.0
ocellar,celltype,rank_matched,2,SPS100f,0.3478338356463322,0,0.3478338356463323,0.263791821895379,1.0,-0.4891826463687311,2.012893653077893,False,41.0
ocellar,celltype,rank_matched,2,IB008,0.7393643264980161,0,0.497479685477638,0.4838467230084057,1.4862201373874009,-0.2660231183779861,0.960596287350444,False,62.5
ocellar,celltype,rank_matched,2,IB097,0.4620989667621046,0,0.4001432973398734,0.2612721798561372,1.1548337054103075,-0.3901981151572042,1.0272087739651203,False,51.5
ocellar,celltype,rank_matched,2,CB0651,0.3620205950950776,0,0.3620205950950776,0.3604360117865209,1.0000000000000002,0.4305648046988077,0.2232405187942031,False,66.0
ocellar,celltype,rank_matched,4,CB2263,0.5676005887159019,0,0.3710353963746298,0.223693856908615,1.5297747715228838,-0.0260705811292726,0.5908591408881241,False,53.5
ocellar,celltype,rank_matched,2,DNpe004,0.141781524593239,0,0.1405069102123535,0.1405069102123535,1.0090715423103327,4.890144615906041,0.010404589010325,False,203.5
