root_id,betweenness,rank
720575940630751031,0.016876352813852812,1
720575940615484063,0.012878787878787878,2
720575940621202670,0.011904761904761904,3
720575940621734126,0.011228354978354978,4
720575940627972485,0.010267857142857143,5
720575940640142141,0.009679383116883118,6
720575940616647483,0.009537337662337662,7
720575940618424405,0.009537337662337662,8
720575940631622393,0.009063852813852814,9
720575940622318085,0.008509199134199135,10
720575940624095172,0.008198051948051947,11
720575940632815780,0.007968073593073593,12
720575940621561697,0.007734713203463204,13
720575940643487342,0.007251082251082251,14
720575940627552125,0.006966991341991342,15
720575940629701484,0.006865530303030303,16
720575940643112333,0.006824945887445887,17
720575940619152856,0.006622023809523809,18
720575940634807708,0.006486742424242424,19
720575940634180833,0.006358225108225108,20
720575940632377913,0.005583739177489178,21
720575940614456332,0.005390963203463203,22
720575940637308605,0.005106872294372294,23
720575940624587046,0.004971590909090909,24
720575940627702547,0.004606331168831169,25
720575940629459718,0.004305330086580086,26
720575940632317997,0.004254599567099567,27
720575940610727630,0.004092261904761905,28
720575940629102891,0.0036390692640692643,29
720575940639134835,0.0036255411255411256,30
720575940628834151,0.0035511363636363635,31
720575940623603726,0.003125,32
720575940635170484,0.002874729437229437,33
720575940623135770,0.002874729437229437,34
720575940635859354,0.002719155844155844,35
720575940621372933,0.0025602002164502166,36
720575940629821740,0.002462121212121212,37
720575940617672920,0.0021712662337662336,38
720575940615097490,0.0020562770562770564,39
720575940612359343,0.002029220779220779,40
720575940619358800,0.0019615800865800865,41
720575940632307025,0.0019345238095238096,42
720575940628861660,0.0019277597402597403,43
720575940660742785,0.001846590909090909,44
720575940635464343,0.0018127705627705628,45
720575940618165393,0.0017992424242424243,46
720575940624362277,0.0017654220779220779,47
720575940622204186,0.001738365800865801,48
720575940628238217,0.0017045454545454545,49
720575940628416232,0.0016774891774891775,50
720575940638088262,0.0016030844155844157,51
720575940620153765,0.0015557359307359307,52
720575940627946261,0.0014745670995670996,53
720575940615626562,0.001461038961038961,54
720575940625440019,0.0014407467532467533,55
720575940647755641,0.0014272186147186146,56
720575940626783881,0.0012648809523809524,57
720575940631187287,0.001258116883116883,58
720575940647081860,0.0011701839826839828,59
720575940621477312,0.0010822510822510823,60
720575940635771316,0.0010551948051948051,61
720575940620091294,0.0009875541125541126,62
720575940623153788,0.0009604978354978355,63
720575940627189071,0.0009402056277056277,64
720575940636879534,0.0009334415584415584,65
720575940611859570,0.0008928571428571428,66
720575940626134354,0.0008319805194805194,67
720575940613311914,0.0007981601731601732,68
720575940636479863,0.0007913961038961039,69
720575940614572463,0.0007575757575757576,70
720575940615526978,0.0006966991341991342,71
720575940628642576,0.0006493506493506494,72
720575940620656731,0.0006493506493506494,73
720575940638637501,0.0006290584415584416,74
720575940613281064,0.0005343614718614719,75
720575940624121161,0.0005275974025974026,76
720575940625557893,0.00048024891774891773,77
720575940651932150,0.0004464285714285714,78
720575940630708498,0.0004329004329004329,79
720575940616245446,0.0004329004329004329,80
720575940617497437,0.0004193722943722944,81
720575940624137624,0.0003923160173160173,82
720575940625039370,0.0003923160173160173,83
720575940610199781,0.00038555194805194807,84
720575940619332944,0.00033143939393939396,85
720575940616130646,0.0003246753246753247,86
720575940623051544,0.00029761904761904765,87
720575940636933722,0.00029085497835497836,88
720575940636420976,0.00021645021645021645,89
720575940635774071,0.0002096861471861472,90
720575940625772114,0.00019615800865800865,91
720575940630758418,0.0001893939393939394,92
720575940620979149,0.00018262987012987014,93
720575940644166048,0.0001691017316017316,94
720575940612308963,0.00016233766233766234,95
720575940621563841,0.00015557359307359308,96
720575940625573653,0.00013528138528138528,97
720575940622746150,0.00012175324675324675,98
720575940628154562,0.00010822510822510823,99
720575940641263312,0.00010146103896103897,100
720575940628129129,8.793290043290043e-05,101
720575940633953434,8.793290043290043e-05,102
720575940622712772,8.116883116883117e-05,103
720575940622479732,7.440476190476191e-05,104
720575940631335528,6.0876623376623377e-05,105
720575940622055777,5.411255411255411e-05,106
720575940603885856,2.7056277056277056e-05,107
720575940620231590,1.3528138528138528e-05,108
720575940619998740,1.3528138528138528e-05,109
720575940624846517,1.3528138528138528e-05,110
720575940639599323,1.3528138528138528e-05,111
720575940628796780,6.764069264069264e-06,112
720575940620417616,0.0,113
720575940618156628,0.0,114
720575940644143816,0.0,115
720575940618394269,0.0,116
720575940609366648,0.0,117
720575940637192846,0.0,118
720575940607378050,0.0,119
720575940621097606,0.0,120
720575940620800646,0.0,121
720575940625031916,0.0,122
720575940628731140,0.0,123
720575940632328761,0.0,124
720575940626080304,0.0,125
720575940632447535,0.0,126
720575940628314667,0.0,127
720575940623612457,0.0,128
720575940623583785,0.0,129
720575940628352850,0.0,130
720575940627877642,0.0,131
720575940627157534,0.0,132
720575940631081785,0.0,133
720575940624679403,0.0,134
720575940625058279,0.0,135
720575940605067744,0.0,136
720575940641888731,0.0,137
720575940609546691,0.0,138
720575940631271993,0.0,139
720575940626888250,0.0,140
720575940621976097,0.0,141
720575940631863883,0.0,142
720575940639029830,0.0,143
720575940615995970,0.0,144
720575940640640061,0.0,145
720575940626052540,0.0,146
720575940615495867,0.0,147
720575940618157110,0.0,148
720575940613436327,0.0,149
720575940612203482,0.0,150
720575940615659521,0.0,151
720575940626009852,0.0,152
720575940629421159,0.0,153
720575940626575997,0.0,154
720575940636700272,0.0,155
720575940631441145,0.0,156
720575940608332674,0.0,157
720575940618635072,0.0,158
720575940612727665,0.0,159
720575940614434302,0.0,160
720575940622352161,0.0,161
720575940621469350,0.0,162
720575940614913698,0.0,163
720575940626073232,0.0,164
720575940606127537,0.0,165
720575940636986798,0.0,166
720575940616287645,0.0,167
720575940629040625,0.0,168
720575940628372484,0.0,169
720575940617889169,0.0,170
720575940632292748,0.0,171
720575940627555709,0.0,172
720575940631037302,0.0,173
720575940623134051,0.0,174
720575940621229409,0.0,175
720575940610434372,0.0,176
720575940617415995,0.0,177
720575940625503527,0.0,178
720575940614923666,0.0,179
720575940626548753,0.0,180
720575940631925156,0.0,181
720575940619548799,0.0,182
720575940623069001,0.0,183
720575940605041330,0.0,184
720575940642233333,0.0,185
720575940629041879,0.0,186
720575940624861072,0.0,187
720575940629866283,0.0,188
720575940630693676,0.0,189
720575940619228795,0.0,190
720575940621004715,0.0,191
720575940627175320,0.0,192
720575940626059152,0.0,193
720575940611757922,0.0,194
720575940617955165,0.0,195
720575940640075608,0.0,196
720575940616582962,0.0,197
720575940625973040,0.0,198
720575940617117323,0.0,199
720575940609811395,0.0,200
720575940632376204,0.0,201
720575940623358819,0.0,202
720575940607417180,0.0,203
720575940629187407,0.0,204
720575940622900044,0.0,205
720575940631606091,0.0,206
720575940637384560,0.0,207
720575940619555638,0.0,208
720575940641010896,0.0,209
720575940610380970,0.0,210
720575940623626986,0.0,211
720575940618500865,0.0,212
720575940630610688,0.0,213
720575940630068602,0.0,214
720575940627278340,0.0,215
720575940629873423,0.0,216
720575940650535670,0.0,217
720575940621150958,0.0,218
720575940618631965,0.0,219
720575940626310330,0.0,220
720575940633476269,0.0,221
720575940622322857,0.0,222
720575940622572713,0.0,223
720575940612789401,0.0,224
720575940619535483,0.0,225
720575940630070394,0.0,226
720575940611075192,0.0,227
720575940635427947,0.0,228
720575940623840196,0.0,229
720575940632192075,0.0,230
720575940628259912,0.0,231
720575940610374724,0.0,232
720575940630424631,0.0,233
720575940646679587,0.0,234
720575940605867040,0.0,235
720575940629146640,0.0,236
720575940625093607,0.0,237
720575940638002142,0.0,238
720575940621581409,0.0,239
720575940627949589,0.0,240
720575940624201876,0.0,241
720575940623528842,0.0,242
720575940618827910,0.0,243
720575940620789894,0.0,244
720575940607293570,0.0,245
720575940626806033,0.0,246
720575940645707886,0.0,247
720575940639041862,0.0,248
720575940611758178,0.0,249
720575940621170526,0.0,250
720575940622537653,0.0,251
720575940627243097,0.0,252
720575940622361270,0.0,253
720575940631190016,0.0,254
720575940618440000,0.0,255
720575940622368844,0.0,256
720575940635754603,0.0,257
720575940632450115,0.0,258
720575940642042075,0.0,259
720575940619315888,0.0,260
720575940615219417,0.0,261
720575940626142077,0.0,262
720575940608145026,0.0,263
720575940618243009,0.0,264
720575940622801101,0.0,265
720575940629586417,0.0,266
720575940607854793,0.0,267
720575940627581127,0.0,268
720575940620814528,0.0,269
720575940633305261,0.0,270
720575940624117528,0.0,271
720575940622168052,0.0,272
720575940643956896,0.0,273
720575940634428058,0.0,274
720575940618382529,0.0,275
720575940622257544,0.0,276
720575940620742164,0.0,277
720575940627594834,0.0,278
720575940622683724,0.0,279
720575940622427681,0.0,280
720575940632827423,0.0,281
720575940622435866,0.0,282
720575940645299735,0.0,283
720575940618975296,0.0,284
720575940608929289,0.0,285
720575940630371831,0.0,286
720575940638342628,0.0,287
720575940614516177,0.0,288
720575940639391165,0.0,289
720575940616727995,0.0,290
720575940607493554,0.0,291
720575940608937993,0.0,292
720575940620740116,0.0,293
720575940614730914,0.0,294
720575940638513205,0.0,295
720575940621817326,0.0,296
720575940625558730,0.0,297
720575940613917359,0.0,298
720575940634253281,0.0,299
720575940628343818,0.0,300
720575940613358450,0.0,301
720575940628031505,0.0,302
720575940630241324,0.0,303
720575940624969765,0.0,304
720575940626542629,0.0,305
720575940626544677,0.0,306
720575940626982181,0.0,307
720575940622147873,0.0,308
720575940615043368,0.0,309
720575940643846180,0.0,310
720575940627055303,0.0,311
720575940617064716,0.0,312
720575940637139342,0.0,313
720575940629461442,0.0,314
720575940622551477,0.0,315
720575940604196064,0.0,316
720575940619116096,0.0,317
720575940619738612,0.0,318
720575940661289345,0.0,319
720575940611811704,0.0,320
720575940632406802,0.0,321
720575940613748689,0.0,322
720575940637362544,0.0,323
720575940609462626,0.0,324
720575940606179686,0.0,325
720575940627153241,0.0,326
720575940629155227,0.0,327
720575940628678991,0.0,328
720575940631664971,0.0,329
720575940632898105,0.0,330
720575940625084291,0.0,331
720575940629860919,0.0,332
720575940615359794,0.0,333
720575940627924227,0.0,334
720575940620869717,0.0,335
720575940613652906,0.0,336
720575940622475689,0.0,337
720575940628203944,0.0,338
720575940634945943,0.0,339
720575940642544347,0.0,340
720575940632940964,0.0,341
720575940633394861,0.0,342
720575940640123299,0.0,343
720575940618344861,0.0,344
720575940611735002,0.0,345
720575940627210568,0.0,346
720575940627538434,0.0,347
720575940630083962,0.0,348
720575940621283750,0.0,349
720575940622330100,0.0,350
720575940629018865,0.0,351
720575940605513649,0.0,352
720575940624943084,0.0,353
720575940625417353,0.0,354
720575940633992147,0.0,355
720575940644740256,0.0,356
720575940623234518,0.0,357
720575940638904646,0.0,358
720575940631225996,0.0,359
720575940626638108,0.0,360
720575940619155995,0.0,361
720575940605009097,0.0,362
720575940631090402,0.0,363
720575940612629210,0.0,364
720575940634813536,0.0,365
720575940623457535,0.0,366
720575940625654164,0.0,367
720575940616411067,0.0,368
720575940629920056,0.0,369
720575940619305270,0.0,370
720575940626135344,0.0,371
720575940619701231,0.0,372
720575940627542316,0.0,373
720575940633082157,0.0,374
720575940630460716,0.0,375
720575940631027963,0.0,376
720575940620696385,0.0,377
720575940623995748,0.0,378
720575940629390123,0.0,379
720575940608593347,0.0,380
720575940624001318,0.0,381
720575940622401825,0.0,382
720575940623072013,0.0,383
720575940611935698,0.0,384
720575940618432769,0.0,385
720575940627247802,0.0,386
