root_id,out_0,out_1,out_2,out_3,out_4,out_5,out_6,out_7,out_8,out_9,out_10,out_11,out_12,out_13,out_14,out_15,out_16,out_17,out_18,out_19,out_20,out_21,out_22,out_23,out_24,out_25,out_26,out_27,out_28,out_29,out_30,out_31,in_0,in_1,in_2,in_3,in_4,in_5,in_6,in_7,in_8,in_9,in_10,in_11,in_12,in_13,in_14,in_15,in_16,in_17,in_18,in_19,in_20,in_21,in_22,in_23,in_24,in_25,in_26,in_27,in_28,in_29,in_30,in_31,super_class
720575940628873295,0.09745982,0.19238529,-0.05464642,-0.111466944,-0.17168838,-0.18901798,0.116329774,0.19512372,-0.007865474,-0.100337535,0.0078283185,0.014295675,-0.0015180446,0.024588846,0.07008288,-0.040984396,0.05795715,0.13059056,0.106539376,-0.07635056,0.01794386,0.032688368,-0.14465211,0.07870499,-0.0123683605,0.02363111,0.07408923,0.10791384,-0.018400487,0.016485214,0.04410754,0.082309455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sensory
720575940617371732,0.2995851,1.0296364,2.2752206,0.2914888,-0.33375707,-0.36749956,0.89996845,-0.7109836,-0.091059595,0.1573359,-0.010931898,1.1911428,-0.14997299,0.023903577,-0.26776725,-0.8312804,-0.54045904,0.23772827,-0.92721456,1.1780324,-0.55981016,0.3421626,-0.19177786,0.13846834,-0.17798717,0.4181849,1.25721,-0.3823356,-0.11248458,0.550699,-0.056988474,-0.88303447,0.21036424,0.69788307,1.5026816,0.2011109,-0.12819344,0.09944103,-0.40235016,0.030895049,-0.017581705,-0.08140481,-0.010700872,0.059061043,1.633689,0.2729387,-0.23665702,1.0776011,0.9096468,-0.31516224,-0.08709723,0.19615857,-0.2541591,-0.06459256,0.5788347,0.41562518,-0.072565995,-0.1784959,0.12598029,-0.34096268,1.0188975,-0.40368155,0.36246917,-0.16305132,central
720575940636606554,0.011409232,0.03724004,0.08409955,0.011305061,-0.08080348,-0.10885505,0.25643036,-0.20496488,-0.025405057,0.0073764967,-0.0011708492,0.054777488,0.07881018,-0.033394877,-0.00019220717,0.06094834,-0.10508058,0.028771194,-0.03801311,-0.05653204,0.20051095,-0.09469583,0.038252573,0.036169436,0.015969057,-0.056895334,-0.009000593,-0.0013078409,-0.017838052,-0.079564504,-0.011617785,-0.117830984,0.11712198,0.42643878,0.94534445,0.09161383,0.8579031,-0.8040724,1.5025786,-0.42859033,0.057523154,-0.09445245,0.007943035,0.48958513,0.16991456,-0.01621509,-0.17557417,-0.16038457,0.21634825,-0.18986437,0.3248369,-0.64605725,0.80392057,-0.636671,0.7029165,0.48983854,-0.06635589,0.06665089,1.2776386,0.72319514,-0.79663736,-0.76249635,-0.07669453,0.36820275,descending
720575940634574943,0.12514862,0.3638301,0.5593773,0.016677892,-0.43367165,-0.42401773,-0.017369434,-0.20381895,-0.05137811,-0.038747605,-0.0010840241,-0.06056471,0.087775014,0.13793603,0.0949475,-0.17853716,0.67969036,-0.24721847,0.31962997,-0.26519087,0.13797864,-0.034680758,-0.26188228,-0.091385335,-0.071021855,0.12286525,-0.18786694,0.3245944,-0.17082657,0.0465061,0.00859122,0.1127203,0.032681927,0.09248226,0.20138727,0.026311152,-0.11395121,0.17806748,0.18469529,0.1831833,0.016095575,0.0045817136,0.004436968,-0.03085532,0.14790305,0.02085339,-0.03708891,-0.007183321,-0.055355173,0.018330688,0.071346775,-0.16380648,0.20333657,-0.09394797,0.04493885,0.08744597,-0.02679911,-0.07462283,0.030617367,0.016709048,-0.0025305152,0.0063021686,-0.043449733,0.119171195,central
720575940610916465,0.11226744,-0.06814414,0.032510143,-0.09657531,0.02113332,-0.0118497545,-0.0171068,-0.0173154,0.007882537,0.1483302,0.9395962,-0.011051368,0.0038940457,-0.20929098,0.027240476,-0.027804628,0.06528112,0.040580545,-0.0043153306,0.07996189,0.04725453,-0.011066488,0.24787614,-0.20566377,-0.16540301,0.5792458,-0.20514415,-0.094145395,0.41101205,0.07488052,0.5917957,0.7293215,0.24184814,-0.21431369,0.111000046,-0.42475852,0.024731802,0.022086835,-0.024711091,0.024620486,0.006927599,-0.36880326,2.2565973,0.013929841,-0.008836541,0.083904736,-0.034158364,0.024245912,-0.026015958,0.053612363,0.124132976,0.18205722,0.28212434,0.3609318,-0.035779804,0.06843104,0.7009287,-0.6750936,0.19658783,-0.010414723,-0.4052697,-0.16009778,0.41573453,0.035449665,ascending
720575940620320884,0.20800376,0.3788217,-0.21322,-0.23915108,-0.3259061,-0.35909027,0.23157041,0.65654176,-0.0031082735,-0.16782874,0.031081934,0.027258279,-0.08211141,0.08034383,0.39553526,-0.1475302,-0.2865941,0.481234,0.12245605,-0.19680595,-0.08889065,0.08869705,0.052824944,0.08585193,0.037327524,0.0028661573,0.05843147,-0.003474907,-0.022979697,0.08225843,-0.05020938,0.008512643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sensory
720575940619206772,0.31798923,0.48618385,-0.2402263,-0.29548287,-0.29763675,-0.32535726,0.2030254,0.53270465,-0.005896384,-0.29058853,0.20893678,0.003999345,-0.0723043,-0.23216629,0.13896084,-0.026738543,0.058950208,0.30747068,-0.018891277,0.09487723,0.08531904,0.045972165,0.24600002,-0.0016223937,-0.24425182,0.48292166,-0.19147074,-0.1799277,-0.186718,-0.20102425,-0.002305571,-0.1631415,0.07830095,0.08355114,-0.05580893,-0.049597364,-0.029695177,0.029628716,0.020990318,-0.06055519,-0.0008036804,0.059821207,0.047746796,-0.0048798886,0.026481315,0.08590692,0.054491837,-0.028744917,-0.0027298937,-0.08506697,-0.0069017117,0.03347111,0.00070113316,-0.02176176,-0.09357001,-0.020492671,-0.11133316,-0.1332005,0.0037399475,0.110208504,0.036123034,0.099291235,0.05124767,-0.032141548,ascending
720575940648304761,0.36862034,0.608692,-0.3271506,-0.26771295,0.3731739,0.46440116,-0.27410597,-0.8702658,-0.008377477,-0.09677811,-0.0148519175,0.08327958,-0.24960016,0.12268576,0.76049125,-0.36442733,-0.3299595,-0.1108651,0.098468795,-0.3008914,-0.0064586774,-0.016809005,-0.055321712,-0.07028518,0.13672164,-0.02564476,0.1432975,0.18528181,0.21664438,0.123055205,0.118483715,0.03835006,0.016736468,0.030153902,-0.011188817,-0.011557655,0.012012452,-0.016452791,-0.013622905,0.025177738,1.771093e-05,-0.0065588937,-0.0013791363,-0.006516417,-0.008394526,-0.01773167,0.013910859,-0.010798916,0.009317338,0.012815631,-0.006865766,-0.0030565402,-0.0058004386,-0.025937453,-0.018907461,0.034105282,0.017392755,0.013346652,-0.001263465,0.03609808,0.034357574,0.017148279,-0.011006246,0.0038659398,sensory
720575940620910716,0.07431656,-0.06920119,0.03737392,-0.16155334,0.0055194777,-0.004219692,-0.009294987,-0.00854361,-0.00010572693,0.20439644,0.691882,-0.010404512,-0.0015123696,-0.44172964,0.03404485,-0.02409495,0.19655216,0.07993325,-0.709091,-0.6071582,-0.35305434,-0.28240445,-0.31249937,0.55077356,0.59679615,0.00032352237,0.063117206,-0.060817305,-0.2053887,-0.04630438,-0.15239665,0.048380423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sensory
720575940618027143,0.00049256434,0.0013363437,0.0027575674,0.00041918526,0.0044690175,0.004198097,0.009544979,0.0020733154,0.00055319327,-0.0002003419,9.8220924e-05,-0.00046349445,-0.005635312,-4.3819033e-05,-0.00057250826,0.0007028799,0.0035705285,-0.001383984,-0.0014985664,-0.003889422,0.009720428,-0.0012293069,0.014325508,0.0053889975,0.00074506336,-0.0032037057,0.01461653,-0.0014962633,0.0004180764,2.5326415e-05,0.0007250243,-0.00047830128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sensory_ascending
