modality,primary_type,fafb_bw,mcns_bw,fafb_rank,mcns_rank,in_both_top
olfactory,5-HTPMPV03,0.0,0.0,1317,1895,False
olfactory,AL-AST1,2.6805316193470283e-05,2.111996592033857e-05,5,6,True
olfactory,AL-MBDL1,7.562171712683563e-06,2.4465642537316618e-08,17,283,False
olfactory,ALBN1,7.058909847391137e-06,2.128510900746546e-06,20,63,False
olfactory,ALIN1,0.0,0.0,1316,1035,False
olfactory,ALIN2,0.0,2.507728360074953e-06,1315,50,False
olfactory,ALIN3,0.0,0.0,743,1046,False
olfactory,ALIN4,0.0,0.0,1303,1037,False
olfactory,ALIN6,0.0,0.0,733,1039,False
olfactory,ALIN7,7.946239978301468e-08,1.149885199253881e-06,220,118,False
olfactory,ALIN8,0.0,0.0,1318,1040,False
olfactory,ALON1,0.0,1.7003621563435049e-06,742,86,False
olfactory,ALON2,0.0,0.0,741,1041,False
olfactory,ALON3,2.6487466594338224e-08,0.0,260,1042,False
olfactory,AOTU032,0.0,0.0,1296,1914,False
olfactory,AOTU065,0.0,0.0,1295,1917,False
olfactory,APL,2.105753594249889e-06,2.3242360410450786e-07,87,210,False
olfactory,ATL003,0.0,0.0,1294,1919,False
olfactory,ATL009,0.0,0.0,1335,1920,False
olfactory,ATL011,0.0,1.8288067796644168e-06,1348,78,False
olfactory,ATL017,0.0,0.0,1347,1933,False
olfactory,ATL032,0.0,0.0,1345,1929,False
olfactory,ATL038,0.0,0.0,1343,1930,False
olfactory,ATL042,0.0,0.0,1342,1883,False
olfactory,AVLP013,0.0,0.0,1339,1816,False
olfactory,AVLP014,0.0,0.0,1338,1817,False
olfactory,AVLP015,0.0,3.669846380597493e-08,1337,266,False
olfactory,AVLP017,7.681365312358085e-07,0.0,161,1818,False
olfactory,AVLP030,0.0,0.0,1336,1820,False
olfactory,AVLP041,0.0,0.0,1350,1833,False
olfactory,AVLP042,0.0,0.0,1334,1824,False
olfactory,AVLP053,2.132241060844227e-06,7.584349186568151e-07,86,178,False
olfactory,AVLP080,3.191739724617756e-06,1.8349231902987465e-07,59,214,False
olfactory,AVLP086,0.0,2.4465642537316618e-08,1331,287,False
olfactory,AVLP109,0.0,0.0,1329,1799,False
olfactory,AVLP120,0.0,0.0,1328,1802,False
olfactory,AVLP187,0.0,0.0,1327,1807,False
olfactory,AVLP189_b,0.0,0.0,1326,1809,False
olfactory,AVLP209,6.621866648584556e-08,3.669846380597493e-08,224,265,False
olfactory,AVLP243,0.0,0.0,1324,1811,False
olfactory,AVLP258,8.078677311273158e-07,2.4465642537316618e-08,156,285,False
olfactory,AVLP267,0.0,0.0,1323,1855,False
olfactory,AVLP288,0.0,0.0,1307,1860,False
olfactory,AVLP299_a,0.0,0.0,1263,1861,False
olfactory,AVLP299_b,0.0,0.0,1262,1862,False
olfactory,AVLP299_c,0.0,0.0,1261,1873,False
olfactory,AVLP340,0.0,3.058205317164577e-08,1257,268,False
olfactory,AVLP396,0.0,0.0,1256,1867,False
olfactory,AVLP432,2.3971157267876093e-06,3.669846380597493e-08,78,267,False
olfactory,AVLP446,0.0,0.0,1255,1870,False
olfactory,AVLP457,0.0,0.0,1254,1872,False
olfactory,AVLP487,0.0,0.0,1253,1836,False
olfactory,AVLP501,1.4965418625801096e-06,3.058205317164577e-08,127,270,False
olfactory,AVLP590,0.0,0.0,1248,1850,False
olfactory,AVLP594,0.0,1.8349231902987466e-08,1247,297,False
olfactory,AVLP596,0.0,0.0,1246,1851,False
olfactory,CB0046,0.0,0.0,1245,2070,False
olfactory,CB0197,0.0,0.0,1240,2071,False
olfactory,CB0204,7.946239978301468e-08,3.058205317164577e-08,217,269,False
olfactory,CB0282,0.0,0.0,1292,2063,False
olfactory,CB0307,1.059498663773529e-07,0.0,209,2034,False
olfactory,CB0316,5.562367984811027e-07,0.0,179,2035,False
olfactory,CB0356,0.0,0.0,1287,2036,False
olfactory,CB0367,0.0,0.0,1285,2037,False
olfactory,CB0396,0.0,0.0,1281,2039,False
olfactory,CB0492,7.946239978301467e-07,0.0,158,2042,False
olfactory,CB0510,0.0,0.0,1272,2053,False
olfactory,CB0629,2.913621325377205e-07,0.0,192,2044,False
olfactory,CB0650,0.0,0.0,1430,2045,False
olfactory,CB0656,0.0,8.991123632463857e-07,1429,155,False
olfactory,CB0682,5.2974933188676455e-08,0.0,237,2047,False
olfactory,CB0683,2.807671458999852e-06,1.6514308712688718e-06,65,89,False
olfactory,CB0734,0.0,0.0,1427,2048,False
olfactory,CB0947,0.0,0.0,1416,2083,False
olfactory,CB0994,0.0,0.0,1411,2096,False
olfactory,CB0996,0.0,0.0,1410,2097,False
olfactory,CB1020,0.0,0.0,1461,2100,False
olfactory,CB1044,0.0,0.0,1458,2102,False
olfactory,CB1048,0.0,0.0,1457,2114,False
olfactory,CB1055,0.0,0.0,1456,2104,False
olfactory,CB1057,0.0,0.0,1455,2105,False
olfactory,CB1074,0.0,0.0,1451,2109,False
olfactory,CB1076,0.0,0.0,1450,2110,False
olfactory,CB1079,0.0,0.0,1449,2111,False
olfactory,CB1103,0.0,0.0,1446,2113,False
olfactory,CB1104,0.0,0.0,1445,2103,False
olfactory,CB1108,0.0,0.0,1442,2074,False
olfactory,CB1114,0.0,0.0,1440,2075,False
olfactory,CB1124,0.0,0.0,1438,2076,False
olfactory,CB1140,0.0,0.0,1377,2077,False
olfactory,CB1142,0.0,0.0,1375,2078,False
olfactory,CB1148,0.0,0.0,1374,2080,False
olfactory,CB1149,0.0,0.0,1373,2081,False
olfactory,CB1150,0.0,0.0,1372,2082,False
olfactory,CB1156,0.0,0.0,1371,2085,False
olfactory,CB1160,0.0,0.0,1370,2086,False
olfactory,CB1171,0.0,0.0,1367,2087,False
olfactory,CB1181,0.0,0.0,1378,2089,False
olfactory,CB1200,0.0,0.0,1359,2090,False
olfactory,CB1219,0.0,0.0,1355,1975,False
olfactory,CB1220,0.0,0.0,1354,1976,False
olfactory,CB1237,0.0,0.0,1352,1977,False
olfactory,CB1238,0.0,0.0,1351,1978,False
olfactory,CB1241,0.0,0.0,1405,1979,False
olfactory,CB1246,0.0,0.0,1402,1980,False
olfactory,CB1263,0.0,0.0,1400,1982,False
olfactory,CB1275,0.0,0.0,1398,1984,False
olfactory,CB1276,0.0,0.0,1397,1985,False
olfactory,CB1300,0.0,0.0,1394,1989,False
olfactory,CB1308,0.0,0.0,1406,1991,False
olfactory,CB1309,0.0,0.0,1391,1992,False
olfactory,CB1348,0.0,0.0,1385,1956,False
olfactory,CB1357,0.0,0.0,1382,1958,False
olfactory,CB1359,0.0,0.0,1381,1959,False
olfactory,CB1387,0.0,0.0,1094,1960,False
olfactory,CB1389,0.0,0.0,1093,1961,False
olfactory,CB1405,0.0,6.116410634329154e-08,1087,247,False
olfactory,CB1412,0.0,0.0,1086,1973,False
olfactory,CB1413,0.0,0.0,1085,1964,False
olfactory,CB1418,0.0,0.0,1084,1965,False
olfactory,CB1419,0.0,0.0,1083,1966,False
olfactory,CB1432,0.0,0.0,1081,1967,False
olfactory,CB1434,0.0,0.0,1080,1968,False
olfactory,CB1448,0.0,0.0,1076,1970,False
olfactory,CB1454,0.0,0.0,1075,1971,False
olfactory,CB1457,0.0,0.0,1074,1972,False
olfactory,CB1483,0.0,0.0,1072,2003,False
olfactory,CB1503,0.0,0.0,1122,2016,False
olfactory,CB1504,0.0,0.0,1121,2017,False
olfactory,CB1509,0.0,0.0,1120,2018,False
olfactory,CB1513,0.0,0.0,1117,2019,False
olfactory,CB1527,0.0,0.0,1113,2020,False
olfactory,CB1533,0.0,0.0,1111,2021,False
olfactory,CB1545,0.0,0.0,1124,2024,False
olfactory,CB1564,0.0,0.0,1107,2026,False
olfactory,CB1570,0.0,0.0,1106,2027,False
olfactory,CB1577,0.0,0.0,1105,2029,False
olfactory,CB1604,0.0,0.0,1104,2023,False
olfactory,CB1619,0.0,0.0,1102,1995,False
olfactory,CB1626,0.0,0.0,1101,1996,False
olfactory,CB1629,0.0,0.0,1100,1998,False
olfactory,CB1655,1.3243733297169112e-08,0.0,279,1999,False
olfactory,CB1663,0.0,0.0,1038,2000,False
olfactory,CB1687,0.0,0.0,1029,2002,False
olfactory,CB1699,0.0,0.0,1027,2005,False
olfactory,CB1701,0.0,0.0,1025,2006,False
olfactory,CB1702,0.0,0.0,1024,2007,False
olfactory,CB1726,0.0,0.0,1022,2008,False
olfactory,CB1735,0.0,0.0,1021,2009,False
olfactory,CB1771,0.0,0.0,1054,2012,False
olfactory,CB1782,0.0,0.0,1066,1803,False
olfactory,CB1804,0.0,0.0,1061,1573,False
olfactory,CB1811,0.0,0.0,1060,1574,False
olfactory,CB1818,0.0,0.0,1058,1575,False
olfactory,CB1821,0.0,0.0,1057,1576,False
olfactory,CB1824,0.0,0.0,1056,1577,False
olfactory,CB1874,0.0,0.0,1046,1580,False
olfactory,CB1899,0.0,0.0,1045,1592,False
olfactory,CB1909,0.0,0.0,1044,1584,False
olfactory,CB1924,0.0,0.0,1041,1586,False
olfactory,CB1927,0.0,0.0,1138,1587,False
olfactory,CB1942,0.0,0.0,1204,1589,False
olfactory,CB1948,0.0,0.0,1201,1591,False
olfactory,CB1976,0.0,0.0,1195,1553,False
olfactory,CB1981,0.0,0.0,1208,1555,False
olfactory,CB1985,0.0,0.0,1192,1556,False
olfactory,CB2004,0.0,0.0,1187,1559,False
olfactory,CB2018,0.0,0.0,1183,1560,False
olfactory,CB2026,0.0,0.0,1222,1561,False
olfactory,CB2035,0.0,0.0,1234,1563,False
olfactory,CB2038,0.0,0.0,1233,1564,False
olfactory,CB2045,0.0,0.0,1232,1566,False
olfactory,CB2047,0.0,0.0,1230,1567,False
olfactory,CB2048,0.0,0.0,1229,1568,False
olfactory,CB2051,0.0,0.0,1227,1569,False
olfactory,CB2053,0.0,0.0,1226,1570,False
olfactory,CB2064,0.0,0.0,1223,1571,False
olfactory,CB2066,0.0,0.0,1237,1602,False
olfactory,CB2079,0.0,0.0,1221,1613,False
olfactory,CB2089,0.0,0.0,1220,1617,False
olfactory,CB2092,0.0,0.0,1219,1618,False
olfactory,CB2107,0.0,0.0,1217,1619,False
olfactory,CB2111,0.0,0.0,1216,1620,False
olfactory,CB2113,0.0,0.0,1215,1621,False
olfactory,CB2116,0.0,0.0,1213,1632,False
olfactory,CB2133,0.0,0.0,1194,1623,False
olfactory,CB2151,0.0,0.0,1148,1625,False
olfactory,CB2172,0.0,0.0,1144,1626,False
olfactory,CB2174,0.0,0.0,1143,1627,False
olfactory,CB2184,0.0,0.0,1139,1628,False
olfactory,CB2185,0.0,0.0,1152,1629,False
olfactory,CB2189,0.0,0.0,1137,1630,False
olfactory,CB2194,0.0,0.0,1136,1631,False
olfactory,CB2196,0.0,0.0,1135,1622,False
olfactory,CB2206,0.0,0.0,1132,1593,False
olfactory,CB2224,0.0,0.0,1129,1595,False
olfactory,CB2226,0.0,0.0,1128,1596,False
olfactory,CB2232,0.0,0.0,1127,1597,False
olfactory,CB2262,0.0,0.0,1178,1598,False
olfactory,CB2285,0.0,0.0,1171,1600,False
olfactory,CB2290,0.0,0.0,1170,1601,False
olfactory,CB2292,0.0,0.0,1169,1612,False
olfactory,CB2298,0.0,0.0,1180,1603,False
olfactory,CB2379,0.0,0.0,1159,1606,False
olfactory,CB2398,0.0,0.0,1157,1607,False
olfactory,CB2420,0.0,0.0,1154,1608,False
olfactory,CB2442,0.0,0.0,1769,1609,False
olfactory,CB2448,0.0,0.0,1768,1611,False
olfactory,CB2453,0.0,0.0,1766,1562,False
olfactory,CB2463,1.165448530150882e-06,0.0,143,1493,False
olfactory,CB2467,0.0,0.0,1764,1494,False
olfactory,CB2471,0.0,0.0,1762,1496,False
olfactory,CB2479,0.0,0.0,1761,1497,False
olfactory,CB2480,0.0,0.0,1760,1498,False
olfactory,CB2494,0.0,0.0,1757,1500,False
olfactory,CB2522,0.0,0.0,1756,1503,False
olfactory,CB2549,0.0,0.0,1753,1505,False
olfactory,CB2550,0.0,0.0,1752,1506,False
olfactory,CB2559,0.0,0.0,1749,1508,False
olfactory,CB2561,0.0,0.0,1748,1509,False
olfactory,CB2584,0.0,0.0,1786,1511,False
olfactory,CB2589,0.0,0.0,1800,1502,False
olfactory,CB2592,0.0,0.0,1799,1473,False
olfactory,CB2596,0.0,0.0,1798,1474,False
olfactory,CB2600,0.0,0.0,1797,1475,False
olfactory,CB2630,0.0,0.0,1793,1476,False
olfactory,CB2667,0.0,0.0,1787,1478,False
olfactory,CB2678,0.0,0.0,1801,1480,False
olfactory,CB2679,0.0,0.0,1785,1481,False
olfactory,CB2687,0.0,0.0,1783,1492,False
olfactory,CB2688,0.0,0.0,1782,1483,False
olfactory,CB2691,0.0,0.0,1781,1484,False
olfactory,CB2693,0.0,0.0,1779,1485,False
olfactory,CB2701,0.0,0.0,1778,1486,False
olfactory,CB2702,0.0,0.0,1777,1487,False
olfactory,CB2703,0.0,0.0,1776,1488,False
olfactory,CB2706,0.0,0.0,1775,1489,False
olfactory,CB2711,0.0,0.0,1758,1490,False
olfactory,CB2713,0.0,0.0,1715,1491,False
olfactory,CB2714,2.6487466594338224e-08,0.0,263,1522,False
olfactory,CB2725,0.0,0.0,1713,1534,False
olfactory,CB2733,0.0,0.0,1710,1535,False
olfactory,CB2744,0.0,0.0,1707,1537,False
olfactory,CB2755,0.0,0.0,1703,1538,False
olfactory,CB2764,0.0,0.0,1698,1539,False
olfactory,CB2770,0.0,0.0,1696,1540,False
olfactory,CB2772,0.0,0.0,1695,1541,False
olfactory,CB2782,0.0,0.0,1691,1552,False
olfactory,CB2784,0.0,0.0,1690,1543,False
olfactory,CB2786,0.0,0.0,1689,1544,False
olfactory,CB2787,0.0,0.0,1730,1545,False
olfactory,CB2802,0.0,0.0,1739,1548,False
olfactory,CB2805,0.0,0.0,1737,1549,False
olfactory,CB2812,0.0,0.0,1735,1550,False
olfactory,CB2823,0.0,0.0,1732,1551,False
olfactory,CB2831,0.0,1.8349231902987466e-08,1744,289,False
olfactory,CB2845,0.0,0.0,1728,1542,False
olfactory,CB2861,0.0,0.0,1724,1515,False
olfactory,CB2877,0.0,0.0,1723,1519,False
olfactory,CB2880,0.0,0.0,1721,1520,False
olfactory,CB2881,0.0,0.0,1720,1521,False
olfactory,CB2889,0.0,0.0,1718,1532,False
olfactory,CB2892,0.0,0.0,1717,1523,False
olfactory,CB2904,0.0,0.0,1884,1525,False
olfactory,CB2906,8.078677311273158e-07,0.0,157,1526,False
olfactory,CB2907,0.0,0.0,1883,1527,False
olfactory,CB2908,0.0,0.0,1882,1528,False
olfactory,CB2910,0.0,0.0,1881,1529,False
olfactory,CB2919,0.0,0.0,1878,1530,False
olfactory,CB2922,0.0,0.0,1877,1642,False
olfactory,CB2927,0.0,0.0,1873,1733,False
olfactory,CB2934,0.0,0.0,1872,1734,False
olfactory,CB2936,0.0,0.0,1885,1735,False
olfactory,CB2952,0.0,0.0,1869,1739,False
olfactory,CB2958,0.0,0.0,1867,1740,False
olfactory,CB2983,0.0,0.0,1864,1745,False
olfactory,CB3007,0.0,0.0,1858,1746,False
olfactory,CB3008,0.0,0.0,1899,1747,False
olfactory,CB3013,0.0,0.0,1912,1749,False
olfactory,CB3016,0.0,0.0,1911,1750,False
olfactory,CB3019,0.0,0.0,1909,1751,False
olfactory,CB3023,0.0,0.0,1908,1713,False
olfactory,CB3036,0.0,0.0,1906,1716,False
olfactory,CB3045,0.0,0.0,1904,1717,False
olfactory,CB3051,0.0,0.0,1901,1718,False
olfactory,CB3065,0.0,0.0,1898,1721,False
olfactory,CB3089,0.0,0.0,1895,1725,False
olfactory,CB3109,0.0,0.0,1891,1726,False
olfactory,CB3124,0.0,0.0,1886,1727,False
olfactory,CB3133,0.0,0.0,1828,1728,False
olfactory,CB3142,0.0,0.0,1826,1730,False
olfactory,CB3168,0.0,0.0,1822,1762,False
olfactory,CB3172,0.0,0.0,1821,1773,False
olfactory,CB3185,0.0,0.0,1818,1776,False
olfactory,CB3202,0.0,0.0,1814,1777,False
olfactory,CB3212,0.0,0.0,1811,1780,False
olfactory,CB3221,0.0,0.0,1809,1781,False
olfactory,CB3228,0.0,0.0,1808,1793,False
olfactory,CB3240,0.0,0.0,1806,1783,False
olfactory,CB3261,0.0,0.0,1843,1785,False
olfactory,CB3278,0.0,0.0,1855,1788,False
olfactory,CB3288,0.0,0.0,1851,1790,False
olfactory,CB3293,0.0,0.0,1849,1791,False
olfactory,CB3318,0.0,0.0,1842,1754,False
olfactory,CB3326,0.0,0.0,1841,1757,False
olfactory,CB3340,0.0,0.0,1838,1759,False
olfactory,CB3347,0.0,0.0,1835,1760,False
olfactory,CB3374,0.0,0.0,1831,1765,False
olfactory,CB3383,0.0,0.0,1702,1768,False
olfactory,CB3393,0.0,0.0,1545,1769,False
olfactory,CB3417,0.0,0.0,1541,1770,False
olfactory,CB3441,0.0,0.0,1538,1722,False
olfactory,CB3447,0.0,0.0,1537,1653,False
olfactory,CB3464,0.0,0.0,1547,1655,False
olfactory,CB3476,0.0,0.0,1529,1656,False
olfactory,CB3477,0.0,0.0,1528,1657,False
olfactory,CB3506,0.0,0.0,1526,1661,False
olfactory,CB3556,0.0,0.0,1523,1663,False
olfactory,CB3608,0.0,0.0,1570,1667,False
olfactory,CB3679,0.0,0.0,1562,1671,False
olfactory,CB3727,0.0,0.0,1558,1662,False
olfactory,CB3728,0.0,0.0,1557,1633,False
olfactory,CB3732,0.0,0.0,1555,1635,False
olfactory,CB3733,0.0,0.0,1554,1636,False
olfactory,CB3741,0.0,0.0,1552,1639,False
olfactory,CB3745,0.0,0.0,1551,1640,False
olfactory,CB3762,0.0,0.0,1549,1644,False
olfactory,CB3869,0.0,0.0,1485,1646,False
olfactory,CB4141,0.0,0.0,1480,1681,False
olfactory,CB4159,0.0,0.0,1479,1687,False
olfactory,CB4198,0.0,0.0,1478,2124,False
olfactory,CB4220,0.0,0.0,1475,2540,False
olfactory,CL003,0.0,0.0,1472,2542,False
olfactory,CL007,0.0,0.0,1471,2543,False
olfactory,CL021,2.6487466594338224e-08,1.2232821268658309e-08,267,310,False
olfactory,CL023,0.0,0.0,1469,2550,False
olfactory,CL036,0.0,0.0,1468,2545,False
olfactory,CL055,0.0,0.0,1467,2517,False
olfactory,CL057,0.0,0.0,1466,2519,False
olfactory,CL063,0.0,8.991123632463857e-07,1465,154,False
olfactory,CL080,2.6487466594338224e-08,0.0,268,2524,False
olfactory,CL101,0.0,0.0,1515,2528,False
olfactory,CL110,0.0,3.853338699627367e-07,1514,203,False
olfactory,CL112,2.132241060844227e-06,1.100953914179248e-07,85,229,False
olfactory,CL114,0.0,0.0,1513,2530,False
olfactory,CL130,0.0,0.0,1511,2534,False
olfactory,CL133,3.973119989150733e-08,3.669846380597493e-08,244,263,False
olfactory,CL140,1.3243733297169112e-08,0.0,277,2565,False
olfactory,CL142,0.0,0.0,1510,2577,False
olfactory,CL150,0.0,0.0,1509,2579,False
olfactory,CL200,0.0,0.0,1506,2582,False
olfactory,CL267,0.0,0.0,1504,2588,False
olfactory,CL268,0.0,0.0,1503,2589,False
olfactory,CL271,0.0,0.0,1502,2590,False
olfactory,CL303,0.0,0.0,1499,2593,False
olfactory,CL322,0.0,0.0,1497,2595,False
olfactory,CL339,0.0,2.691220679104828e-07,1494,208,False
olfactory,CL359,0.0,0.0,1493,2557,False
olfactory,CL362,0.0,0.0,1492,2559,False
olfactory,CL364,0.0,0.0,1589,2560,False
olfactory,CRE007,0.0,0.0,1658,2566,False
olfactory,CRE008,0.0,0.0,1657,2567,False
olfactory,CRE011,9.99901863936268e-06,2.2263734708958124e-06,12,60,False
olfactory,CRE018,0.0,0.0,1656,2570,False
olfactory,CRE042,0.0,0.0,1655,2572,False
olfactory,CRE076,0.0,0.0,1654,2461,False
olfactory,CRE077,0.0,9.786257014926648e-08,1653,231,False
olfactory,CRE078,0.0,0.0,1652,2462,False
olfactory,CRE082,0.0,0.0,1651,2466,False
olfactory,CRE088,0.0,0.0,1650,2470,False
olfactory,CRE094,0.0,0.0,1649,2474,False
olfactory,CRE102,0.0,0.0,1648,2465,False
olfactory,CRE108,5.2974933188676455e-08,0.0,228,2437,False
olfactory,CSD,0.0,0.0,1659,2439,False
olfactory,CT1,0.0,0.0,1644,2440,False
olfactory,DA1_lPN,1.4965418625801096e-06,2.02453191996295e-06,129,66,False
olfactory,DA1_vPN,0.0,8.440646675374233e-07,1643,170,False
olfactory,DA2_lPN,2.251434660518749e-07,0.0,196,2441,False
olfactory,DA3_adPN,0.0,2.409865789925687e-06,1642,55,False
olfactory,DA4l_adPN,9.667925306933452e-07,2.53219400261227e-06,151,49,False
olfactory,DA4m_adPN,2.993083725160219e-06,0.0,61,2442,False
olfactory,DC1_adPN,6.476185582315696e-06,2.177442185821179e-06,22,62,False
olfactory,DC2_adPN,1.7481727952263227e-06,1.5535683011196052e-06,118,94,False
olfactory,DC3_adPN,0.0,1.2049328949628435e-06,1641,108,False
olfactory,DC4_adPN,3.6022954568299985e-06,1.1376523779852226e-06,48,121,False
olfactory,DC4_vPN,0.0,0.0,1640,2443,False
olfactory,DL1_adPN,2.8871338587828665e-06,3.98178332294828e-06,63,28,False
olfactory,DL2d_adPN,9.932799972876834e-07,0.0,148,2455,False
olfactory,DL2d_vPN,0.0,0.0,1639,2446,False
olfactory,DL2v_adPN,7.681365312358085e-07,2.3854001473883705e-07,160,209,False
olfactory,DL3_lPN,1.4832981292829405e-06,3.6147986848885295e-06,130,36,False
olfactory,DL4_adPN,0.0,3.645380738060176e-06,1638,34,False
olfactory,DL5_adPN,4.092313588825255e-06,1.3333775182837556e-06,43,102,False
olfactory,DM1_lPN,6.40996691582985e-06,4.911477739366311e-06,24,20,True
olfactory,DM2_lPN,3.416883190669631e-06,3.98178332294828e-06,55,29,False
olfactory,DM3_adPN,1.4965418625801096e-06,1.2049328949628435e-06,125,109,False
olfactory,DM4_adPN,4.542600520929005e-06,9.480436483210188e-07,37,134,False
olfactory,DM4_vPN,0.0,0.0,1637,2448,False
olfactory,DM5_lPN,0.0,1.1254195567165643e-06,1636,123,False
olfactory,DM6_adPN,2.1852159940329035e-06,8.257154356344359e-07,83,174,False
olfactory,DNa07,0.0,0.0,1635,2452,False
olfactory,DNae007,6.489429315612865e-07,9.11345184515044e-07,173,148,False
olfactory,DNb05,5.337224518759152e-06,6.189807561941105e-06,34,12,False
olfactory,DNbe001,0.0,0.0,1634,2454,False
olfactory,DNbe003,0.0,2.4465642537316618e-08,1633,280,False
olfactory,DNbe007,2.609015459542315e-06,6.116410634329154e-08,71,244,False
olfactory,DNc01,1.9865599945753667e-06,0.0,104,2496,False
olfactory,DNc02,0.0,0.0,1632,2497,False
olfactory,DNd02,0.0,9.052287738807148e-07,1673,151,False
olfactory,DNde001,1.907097594792352e-06,0.0,109,2499,False
olfactory,DNg101,0.0,0.0,1687,2502,False
olfactory,DNg15,0.0,6.116410634329154e-09,1686,318,False
olfactory,DNg35,2.913621325377205e-07,1.6697801031718592e-06,191,88,False
olfactory,DNg39,0.0,0.0,1685,2507,False
olfactory,DNg56,1.3243733297169112e-08,0.0,284,2510,False
olfactory,DNg57,0.0,0.0,1684,2511,False
olfactory,DNg62,0.0,7.339692761194985e-08,1683,242,False
olfactory,DNg81,0.0,0.0,1682,2505,False
olfactory,DNg84,6.886741314527938e-07,9.174615951493732e-07,167,139,False
olfactory,DNg86,0.0,0.0,1681,2476,False
olfactory,DNg92_a,0.0,0.0,1680,2478,False
olfactory,DNge011,0.0,1.2232821268658309e-08,1679,306,False
olfactory,DNge012,0.0,0.0,1678,2482,False
olfactory,DNge032,0.0,0.0,1677,2484,False
olfactory,DNge037,5.2974933188676455e-08,1.1621180205225393e-06,229,115,False
olfactory,DNge039,0.0,0.0,1676,2486,False
olfactory,DNge041,1.430323196094264e-06,4.281487444030408e-08,135,259,False
olfactory,DNge047,0.0,0.0,1675,2487,False
olfactory,DNge053,0.0,1.73706062014948e-06,1674,85,False
olfactory,DNge054,1.9865599945753667e-06,5.333510073135022e-06,105,18,False
olfactory,DNge056,0.0,0.0,1688,2489,False
olfactory,DNge065,0.0,0.0,1672,2490,False
olfactory,DNge068,0.0,0.0,1671,2491,False
olfactory,DNge075,0.0,0.0,1670,2493,False
olfactory,DNge083,0.0,0.0,1669,2697,False
olfactory,DNge101,1.7481727952263227e-06,2.201907828358496e-06,117,61,False
olfactory,DNge105,0.0,0.0,1668,2700,False
olfactory,DNge124,0.0,0.0,1666,2701,False
olfactory,DNge128,0.0,0.0,1665,2703,False
olfactory,DNge133,1.9865599945753667e-06,1.9083201179106964e-06,96,69,False
olfactory,DNge141,2.6487466594338224e-08,5.198949039179781e-07,257,191,False
olfactory,DNge147,0.0,0.0,1664,2716,False
olfactory,DNp02,0.0,0.0,1663,2707,False
olfactory,DNp03,0.0,0.0,1662,2708,False
olfactory,DNp05,0.0,0.0,1661,2709,False
olfactory,DNp06,0.0,1.2232821268658309e-08,1660,308,False
olfactory,DNp08,8.078677311273158e-07,6.299902953359029e-07,154,183,False
olfactory,DNp10,0.0,0.0,1645,2710,False
olfactory,DNp103,0.0,5.792240870709709e-06,1602,14,False
olfactory,DNp12,0.0,2.2263734708958124e-06,1601,59,False
olfactory,DNp18,0.0,0.0,1600,2712,False
olfactory,DNp29,0.0,0.0,1599,2715,False
olfactory,DNp32,0.0,4.893128507463324e-08,1598,258,False
olfactory,DNp34,2.6487466594338224e-08,9.174615951493732e-07,255,143,False
olfactory,DNp42,3.522833057046984e-06,5.504769570896239e-06,52,17,False
olfactory,DNp56,1.430323196094264e-06,0.0,134,2682,False
olfactory,DNp62,0.0,0.0,1596,2684,False
olfactory,DNpe001,0.0,0.0,1595,2685,False
olfactory,DNpe002,4.7677439869808805e-06,5.620981372948493e-06,35,15,False
olfactory,DNpe021,0.0,0.0,1594,2688,False
olfactory,DNpe025,3.973119989150733e-08,9.174615951493732e-07,243,140,False
olfactory,DNpe043,0.0,0.0,1592,2692,False
olfactory,DP1l_adPN,4.370431988065807e-06,0.0,39,2695,False
olfactory,DP1m_adPN,1.9931818612239514e-05,3.247814046828781e-06,6,41,False
olfactory,DP1m_vPN,0.0,0.0,1590,2737,False
olfactory,D_adPN,3.416883190669631e-06,1.1988164843285145e-06,54,111,False
olfactory,FB2G_a,0.0,0.0,1603,2749,False
olfactory,FB2H_a,0.0,0.0,1588,2750,False
olfactory,FB4X,0.0,0.0,1587,2717,False
olfactory,FB5AB,0.0,0.0,1586,2718,False
olfactory,FB5B,0.0,0.0,1585,2719,False
olfactory,HRN_VP1d,0.0,0.0,1583,2224,False
olfactory,HRN_VP1l,0.0,0.0,1582,2195,False
olfactory,HRN_VP4,0.0,6.116410634329154e-09,1581,338,False
olfactory,HRN_VP5,0.0,0.0,1580,2196,False
olfactory,IB020,0.0,0.0,1579,2198,False
olfactory,IB064,0.0,0.0,1577,2203,False
olfactory,IB092,0.0,0.0,1576,2214,False
olfactory,KCab-ap1,0.0,0.0,1630,2248,False
olfactory,KCg-d,0.0,0.0,1626,2204,False
olfactory,KCg-m,0.0,0.0,1625,2135,False
olfactory,LAL011,6.489429315612865e-07,0.0,169,2139,False
olfactory,LAL012,0.0,0.0,1623,2140,False
olfactory,LAL022,0.0,0.0,1622,2141,False
olfactory,LAL030d,0.0,0.0,1618,2146,False
olfactory,LAL034,0.0,0.0,1631,2147,False
olfactory,LAL035,0.0,0.0,1616,2148,False
olfactory,LAL045,0.0,0.0,1615,2149,False
olfactory,LAL051,3.1784959913205866e-07,0.0,188,2152,False
olfactory,LAL052,0.0,0.0,1613,2153,False
olfactory,LAL072,0.0,0.0,1612,2117,False
olfactory,LAL075,1.1522047968537128e-06,6.116410634329154e-09,144,319,False
olfactory,LAL115,0.0,0.0,1611,2121,False
