modality,label,group,size,detour_pct,cut_pairs,single_detour_pct,single_cut_pairs,z_vs_mid,z_vs_top
mechanosensory,DNg98,celltype,1,0.2595662135306344,0,0.2595662135306344,0.0,58.98186961092584,6.448650301641241
ocellar,random_mid(k=1),random_mid,1,0.0,0,,,,
ocellar,random_mid(k=1),random_mid,1,0.0,0,,,,
ocellar,random_mid(k=1),random_mid,1,0.0,0,,,,
ocellar,random_mid(k=1),random_mid,1,0.0,0,,,,
ocellar,random_mid(k=1),random_mid,1,0.0,0,,,,
ocellar,random_mid(k=1),random_mid,1,0.0,0,,,,
ocellar,random_mid(k=1),random_mid,1,0.0,0,,,,
ocellar,random_mid(k=1),random_mid,1,0.0,0,,,,
ocellar,random_mid(k=1),random_mid,1,0.0,0,,,,
ocellar,random_mid(k=1),random_mid,1,0.0,0,,,,
ocellar,random_mid(k=1),random_mid,1,0.0,0,,,,
ocellar,random_mid(k=1),random_mid,1,0.0,0,,,,
ocellar,random_top(k=1),random_top,1,0.0,0,,,,
ocellar,random_top(k=1),random_top,1,0.5499830883655518,0,,,,
ocellar,random_top(k=1),random_top,1,0.0,0,,,,
ocellar,random_top(k=1),random_top,1,0.0374967719092662,0,,,,
ocellar,random_top(k=1),random_top,1,0.3470349776637494,0,,,,
ocellar,random_top(k=1),random_top,1,0.0,0,,,,
ocellar,random_top(k=1),random_top,1,0.0,0,,,,
ocellar,random_top(k=1),random_top,1,0.2780755040525263,0,,,,
ocellar,random_top(k=1),random_top,1,0.0,0,,,,
ocellar,random_top(k=1),random_top,1,0.0,0,,,,
ocellar,random_top(k=1),random_top,1,0.2844825495654732,0,,,,
ocellar,random_top(k=1),random_top,1,0.0191166264007901,0,,,,
ocellar,random_mid(k=2),random_mid,2,0.0,0,,,,
ocellar,random_mid(k=2),random_mid,2,0.0,0,,,,
ocellar,random_mid(k=2),random_mid,2,0.0,0,,,,
ocellar,random_mid(k=2),random_mid,2,0.0,0,,,,
ocellar,random_mid(k=2),random_mid,2,0.0,0,,,,
ocellar,random_mid(k=2),random_mid,2,0.0,0,,,,
ocellar,random_mid(k=2),random_mid,2,0.0,0,,,,
ocellar,random_mid(k=2),random_mid,2,0.0,0,,,,
ocellar,random_mid(k=2),random_mid,2,0.0,0,,,,
ocellar,random_mid(k=2),random_mid,2,0.0,0,,,,
ocellar,random_mid(k=2),random_mid,2,0.0,0,,,,
ocellar,random_mid(k=2),random_mid,2,0.0,0,,,,
ocellar,random_top(k=2),random_top,2,0.0,0,,,,
ocellar,random_top(k=2),random_top,2,0.4106338476499646,0,,,,
ocellar,random_top(k=2),random_top,2,2.249608715957951,180,,,,
ocellar,random_top(k=2),random_top,2,0.3674885867963849,0,,,,
ocellar,random_top(k=2),random_top,2,0.0087281158609055,968,,,,
ocellar,random_top(k=2),random_top,2,1.1420186449320486,360,,,,
ocellar,random_top(k=2),random_top,2,0.4163145833330501,0,,,,
ocellar,random_top(k=2),random_top,2,0.0,0,,,,
ocellar,random_top(k=2),random_top,2,3.6334203494588366,0,,,,
ocellar,random_top(k=2),random_top,2,3.332109487298566,0,,,,
ocellar,random_top(k=2),random_top,2,0.623351445327731,0,,,,
ocellar,random_top(k=2),random_top,2,0.0,0,,,,
ocellar,CB0567,celltype,2,3.8221641974384015,0,2.449882670178276,0.0,,2.126478998756023
ocellar,DNp28,celltype,2,0.5456939207139253,1672,0.0086565504652989,979.0,,-0.3557787823327898
ocellar,DNp19,celltype,2,0.0,957,0.0,968.0,,-0.76919714611516
ocellar,CB1350,celltype,2,0.0,968,0.0,968.0,,-0.76919714611516
ocellar,CB0415,celltype,2,3.8913149085411702,0,3.484412635163812,0.0,,2.17886765978617
ocellar,OCG02b,celltype,2,6.9726400983139625,474,4.053073446510044,180.0,,4.513283290751365
ocellar,DNb06,celltype,2,0.2010058814250859,0,0.1991876139814512,0.0,,-0.616914851123356
ocellar,DNp40,celltype,1,0.81708791799488,0,0.81708791799488,0.0,,3.6619688066109854
