root_id,super_class
720575940624222205,central
720575940623861757,sensory
720575940622878719,descending
720575940622026757,sensory
720575940621928453,central
720575940607772681,sensory
720575940607019019,sensory
720575940624156686,sensory
720575940628514832,central
720575940626974737,central
720575940631889938,sensory
720575940624156696,sensory
720575940615473186,sensory
720575940624910373,sensory
720575940623108134,sensory
720575940621043753,central
720575940631693354,central
720575940626745387,central
720575940631889965,descending
720575940633462829,central
720575940617668662,sensory
720575940618684481,sensory
720575940620257345,sensory
720575940610000964,central
720575940627826760,descending
720575940627105864,sensory
720575940628252751,descending
720575940630349905,central
720575940630448215,sensory
720575940629956695,descending
720575940638541914,sensory
720575940637296730,sensory
720575940605282406,descending
720575940630546540,central
720575940635723887,central
720575940615276661,sensory
720575940636346487,central
720575940635297911,central
720575940619077755,descending
720575940659611777,central
720575940606101634,sensory
720575940634871950,central
720575940623468691,descending
720575940621633683,central
720575940610590869,central
720575940611868825,sensory_ascending
720575940635527322,central
720575940609673369,central
720575940637526190,central
720575940606757041,central
720575940623993015,motor
720575940638312637,sensory
720575940604299454,sensory
720575940620814528,sensory
720575940628154562,central
720575940605282505,sensory
720575940625664202,sensory
720575940624124109,central
720575940631038163,sensory
720575940622944491,central
720575940627826929,central
720575940630808827,descending
720575940627663100,ascending
720575940628973827,central
720575940621568269,central
720575940628023569,central
720575940612000022,sensory
720575940622649633,visual_projection
720575940644669732,central
720575940627040549,central
720575940632873261,central
720575940647029044,descending
720575940640639293,central
720575940638214461,central
720575940637919551,sensory
720575940618291520,descending
720575940626745682,sensory
720575940617341270,sensory
720575940636772698,central
720575940620454238,sensory
720575940621666654,sensory
720575940634249567,sensory
720575940614588778,descending
720575940637362544,sensory
720575940617636213,central
720575940627106173,sensory
720575940640803200,central
720575940648601988,central
720575940628023685,central
720575940623272328,central
720575940630677900,sensory
720575940616620433,sensory
720575940634085786,sensory
720575940615735711,sensory
720575940643817888,descending
720575940604103084,descending
720575940631366061,central
720575940624484796,descending
720575940634773951,central
720575940606986691,sensory
720575940624976330,sensory
720575940629531095,sensory
720575940628875735,sensory
720575940617898456,central
720575940640934363,ascending
720575940622485981,central
720575940622518749,sensory
720575940637231593,central
720575940621568490,sensory_ascending
720575940619307504,sensory_ascending
720575940619405812,central
720575940640901621,sensory
720575940633364984,sensory
720575940630678009,sensory
720575940623436285,central
720575940629662208,central
720575940627565059,central
720575940625173006,sensory
720575940619864596,sensory
720575940600433181,sensory
720575940644801060,descending
720575940612950568,sensory
720575940630907434,central
720575940608035374,central
720575940625861168,sensory
720575940625369648,sensory
720575940616194610,central
720575940646930996,central
720575940618816054,central
720575940617407030,central
720575940629367352,sensory_ascending
720575940618095173,sensory_ascending
720575940638280270,sensory
720575940631399008,sensory
720575940635789935,central
720575940612950642,ascending
720575940616653429,sensory
720575940628908670,sensory
720575940639361664,sensory
720575940626745987,descending
720575940642474637,central
720575940641950349,sensory
720575940618652318,sensory
720575940639787683,central
720575940613311151,central
720575940605676210,central
720575940639296189,sensory
720575940625763015,sensory
720575940610788069,sensory
720575940626287336,sensory
720575940618586862,sensory_ascending
720575940621241072,ascending
720575940640770805,sensory
720575940650535670,central
720575940631694069,sensory
720575940629302016,sensory
720575940628417280,central
720575940621077253,sensory
720575940627270406,sensory
720575940626057990,sensory_ascending
720575940628810512,central
720575940627368723,descending
720575940644342551,central
720575940634086169,central
720575940608658205,sensory
720575940643261220,sensory
720575940623338281,descending
720575940628024107,central
720575940608297774,sensory
720575940609084206,central
720575940617833265,central
720575940615244595,central
720575940612819763,sensory
720575940623862590,sensory_ascending
720575940625599304,sensory_ascending
720575940621306700,sensory
720575940639591246,central
720575940627467087,central
720575940630776657,central
720575940617997140,central
720575940627008345,central
720575940617505629,central
720575940604201830,central
720575940627925865,sensory
720575940631530348,ascending
720575940646341486,central
720575940622519156,central
720575940617636725,central
720575940620847999,sensory
720575940605971330,central
720575940620553094,central
720575940609739669,central
720575940633660314,sensory
720575940620094366,ascending
720575940644473760,descending
720575940614163367,sensory
720575940610198442,sensory_ascending
720575940604988332,sensory
720575940612131759,central
720575940607347634,sensory
720575940617079737,central
720575940616162235,sensory
720575940633299903,central
720575940628941762,sensory
720575940623535044,central
720575940613770182,sensory_ascending
720575940620585933,sensory
720575940615343060,central
720575940608986069,sensory
720575940630580183,central
720575940616817625,central
720575940602891232,central
720575940620749807,descending
720575940627827697,descending
720575940623764467,central
720575940652043254,sensory
720575940629761017,sensory
720575940629105658,sensory
720575940628745209,descending
720575940624321538,sensory_ascending
720575940607544329,sensory
720575940607970313,central
720575940623404046,central
720575940644965399,sensory
720575940625861660,central
720575940609543197,sensory
720575940632644639,sensory
720575940623666213,central
720575940622683174,sensory
720575940621339686,central
720575940632513581,sensory
720575940640836660,sensory
720575940621339713,descending
720575940613966914,sensory
720575940624157769,sensory
720575940620422229,sensory
720575940620061793,central
720575940622552163,sensory
720575940628548711,ascending
720575940631989352,central
720575940629859432,sensory_ascending
720575940645948526,sensory
720575940638149744,central
720575940611411057,central
720575940630023286,central
720575940628319354,sensory
720575940621864060,sensory
720575940622879882,central
720575940617440395,central
720575940641655949,central
720575940635954318,central
720575940636675214,central
720575940614884502,central
720575940615179423,sensory
720575940640246947,sensory
720575940610624682,ascending
720575940621110454,sensory
720575940624518328,central
720575940603874494,central
720575940633300159,sensory
720575940626877639,descending
720575940610231509,descending
720575940610100437,central
720575940624846039,sensory_ascending
720575940622650582,central
720575940641590491,central
720575940604431584,central
720575940638149865,central
720575940612558061,central
720575940627500279,descending
720575940625632516,sensory_ascending
720575940619668741,sensory_ascending
720575940607446281,central
720575940620422413,sensory
720575940630514959,central
720575940629564688,central
720575940627303699,descending
720575940617440539,ascending
720575940613803293,sensory
720575940605119776,ascending
720575940605185312,sensory
720575940631170346,sensory
720575940626484523,sensory_ascending
720575940629237036,sensory
720575940619341105,sensory
720575940618325302,central
720575940615671106,descending
720575940627828040,central
720575940619930965,sensory
720575940621667693,descending
720575940614393205,central
720575940660235649,central
720575940622486922,sensory
720575940627172751,sensory
720575940617244049,sensory
720575940611345813,sensory
720575940634807708,visual_centrifugal
720575940617112989,central
720575940613311914,central
720575940620946864,sensory
720575940621471157,descending
720575940620979638,central
720575940620553654,motor
720575940617407929,sensory
720575940639198653,sensory
720575940633791935,sensory
720575940619800001,sensory
720575940609314243,sensory
720575940622224836,central
720575940627107271,sensory
720575940645129672,central
720575940619865547,central
720575940623207885,ascending
720575940641656283,sensory
720575940637330921,sensory
720575940619931119,central
720575940629040625,sensory
720575940620979700,sensory
720575940621340148,sensory
720575940617047553,central
720575940628975107,ascending
720575940627467779,sensory
720575940628942340,central
720575940625042951,central
720575940622093832,sensory_ascending
720575940623044103,central
720575940614065676,central
720575940629138959,sensory
720575940625403409,sensory_ascending
720575940633136663,sensory_ascending
720575940620815896,descending
720575940626648606,sensory
720575940630122015,sensory
720575940617440802,central
720575940616064546,sensory
720575940615015976,sensory
720575940616162866,central
720575940647030324,central
720575940614688322,sensory
720575940638248518,sensory
720575940627828296,central
720575940622683724,sensory
720575940614721110,sensory_ascending
720575940616851030,central
720575940607872604,central
720575940631367264,sensory
720575940634512992,sensory
720575940613443178,sensory
720575940633726575,sensory_ascending
720575940638019184,descending
720575940630580854,motor
720575940621831804,sensory
720575940639166080,sensory
720575940658990721,sensory
720575940606004866,central
720575940627107465,sensory
720575940642442893,sensory
720575940628614799,central
720575940628319899,central
720575940619898526,central
720575940619669157,central
720575940621405861,central
720575940626878120,sensory
720575940621242025,central
720575940619767467,sensory
720575940630908589,central
720575940611772083,descending
720575940624846517,central
720575940622323382,ascending
720575940625927868,central
720575940620455616,central
720575940618096321,ascending
720575940621569728,central
720575940628254402,sensory
720575940629204674,central
720575940623208141,central
720575940630187727,sensory
720575940641263312,central
720575940612001489,central
720575940606332629,central
720575940621274845,descending
720575940632743649,sensory
720575940634545890,central
720575940631957218,sensory
720575940611509989,central
720575940624355051,sensory
720575940629860089,sensory
720575940629106438,central
720575940622978823,sensory
720575940621340429,sensory
720575940620422938,sensory
720575940617539355,ascending
720575940617801499,sensory
720575940617735965,sensory
720575940617244445,sensory_ascending
720575940623339305,central
720575940629696299,central
720575940646735668,sensory
720575940647030580,central
720575940629729084,central
720575940639756093,central
720575940635791167,sensory
720575940618522433,central
720575940629270339,sensory
720575940618260293,central
720575940627828552,descending
720575940636970830,sensory_ascending
720575940618850128,sensory
720575940628352850,descending
720575940616851286,sensory
720575940631367520,sensory
720575940631957344,sensory
720575940628451175,sensory
720575940632022888,sensory
720575940631924584,central
720575940613410666,sensory
720575940628680553,central
720575940630253420,sensory
720575940634414959,sensory
720575940613934965,sensory
720575940634087287,sensory_ascending
720575940624748419,descending
720575940627107721,descending
720575940626059152,sensory
720575940612427670,descending
720575940634251164,central
720575940617113501,central
720575940644704160,central
720575940618424235,sensory_ascending
720575940606693297,central
720575940627206074,central
720575940634939327,central
720575940619866059,central
720575940606431189,sensory
720575940620357597,sensory_ascending
720575940621864925,central
720575940633366498,sensory_ascending
720575940627304424,ascending
720575940619800560,sensory_ascending
720575940611837938,sensory
720575940621307892,central
720575940629172218,sensory
720575940628713468,central
720575940626649084,sensory
720575940624289789,central
720575940624224253,central
720575940609347595,central
720575940622749709,sensory
720575940628910095,central
720575940620292116,central
720575940626124828,sensory
720575940623503401,sensory
720575940632317997,central
720575940610494510,visual_projection
720575940631662648,descending
720575940628287546,central
720575940626780222,central
720575940609937476,central
720575940615868485,central
720575940636643406,sensory_ascending
720575940618424405,central
720575940616130646,central
720575940617048157,sensory
720575940621373534,central
720575940615573597,sensory
720575940631367776,sensory
720575940633759840,sensory
720575940620980323,central
720575940615540841,sensory
720575940645556334,descending
720575940611018865,central
720575940619047028,sensory
720575940636020855,sensory
720575940660269185,descending
720575940619407495,sensory
720575940624683152,sensory
720575940610887829,visual_projection
720575940612984981,central
720575940611674265,central
720575940634775706,sensory
720575940628910235,sensory
720575940618293406,sensory
720575940643000480,sensory
720575940614656162,sensory
720575940613345442,central
720575940612886695,sensory
720575940626190504,central
720575940630712493,descending
720575940636053678,central
720575940632154285,sensory
720575940624683194,sensory
720575940638707901,central
720575940614099142,central
720575940613050577,central
720575940613869777,central
720575940616261844,sensory_ascending
720575940621930710,central
720575940619210968,sensory
720575940604891360,ascending
720575940633301217,sensory
720575940613804259,central
720575940638183652,sensory
720575940617212134,sensory
720575940637462761,central
720575940621734126,visual_projection
720575940632252661,sensory
720575940630679801,central
720575940626092302,descending
720575940630548751,central
720575940626583836,central
720575940626518302,central
720575940630384927,sensory_ascending
720575940618031394,central
720575940624879911,central
720575940630122796,central
720575940614000947,sensory
720575940618195254,central
720575940628517175,sensory
720575940632416569,sensory
720575940623962430,ascending
720575940615672130,central
720575940617867589,sensory_ascending
720575940638904646,sensory
720575940632252743,central
720575940627829064,central
720575940617343316,central
720575940638708058,sensory
720575940615049578,central
720575940634186091,sensory
720575940611379569,central
720575940638642547,central
720575940621013364,sensory
720575940635005303,sensory
720575940639691136,sensory
720575940604891522,sensory_ascending
720575940622225800,central
720575940616786315,sensory
720575940629926284,sensory_ascending
720575940642378144,central
720575940639625635,central
720575940632940964,sensory
720575940631925156,descending
720575940616196539,sensory
720575940639068605,central
720575940604367294,sensory
720575940621570496,visual_projection
720575940631663052,central
720575940620718552,central
720575940617441752,central
720575940640936411,central
720575940613640685,central
720575940612952557,central
720575940628386295,central
720575940629139968,descending
720575940616786433,descending
720575940627304963,sensory
720575940621865479,central
720575940623897096,sensory
720575940625175054,central
720575940625175059,sensory_ascending
720575940627927573,central
720575940621341210,sensory
720575940604531229,sensory
720575940619244081,central
720575940616098354,sensory
720575940616589878,sensory
720575940630319671,sensory
720575940614427195,sensory
720575940631335491,central
720575940616786501,sensory
720575940624126537,central
720575940622520908,central
720575940632449619,sensory
720575940619309653,central
720575940607775324,sensory
720575940635202155,central
720575940611773041,sensory
720575940620653172,central
720575940619997819,central
720575940621308540,sensory
720575940621013640,central
720575940641231501,central
720575940622946963,sensory
720575940616688286,descending
720575940619047582,central
720575940639789731,descending
720575940620096171,central
720575940605219500,sensory
720575940622160560,descending
720575940622291632,central
720575940623110837,sensory
720575940623078071,central
720575940639298237,sensory
720575940620587713,sensory
720575940630713029,central
720575940627927751,sensory
720575940623209165,central
720575940614165201,descending
720575940622127830,sensory
720575940619473624,central
720575940616917721,sensory
720575940639560411,sensory
720575940637594334,central
720575940612100837,sensory
720575940627731176,descending
720575940620096238,central
720575940630221563,descending
720575940609282825,central
720575940627108625,sensory
720575940630352658,central
720575940611904296,ascending
720575940629369642,descending
720575940629861163,central
720575940617114418,central
720575940646441780,sensory
720575940646507316,sensory
720575940628648759,central
720575940629828407,central
720575940627403578,descending
720575940626125626,sensory
720575940626682682,central
720575940622160705,central
720575940609610564,sensory
720575940626748232,sensory
720575940632187729,central
720575940631794513,sensory
720575940626453337,sensory
720575940618818395,descending
720575940621538142,central
720575940631368544,sensory
720575940628648809,central
720575940635136880,sensory
720575940613510002,ascending
720575940630549370,central
720575940628779898,central
720575940629468026,central
720575940646736772,sensory
720575940622193546,central
720575940612461461,central
720575940633957271,sensory
720575940626551707,sensory_ascending
720575940618130334,sensory
720575940620129182,central
720575940618097573,central
720575940615607207,descending
720575940604662700,central
720575940632679341,central
720575940612756399,sensory
720575940624651189,descending
720575940614001595,sensory_ascending
720575940621931460,sensory
720575940630451141,sensory
720575940643001288,sensory_ascending
720575940624421834,central
720575940626191306,central
720575940617245652,descending
720575940621145053,sensory
720575940604236768,sensory
720575940635628516,sensory_ascending
720575940625306603,descending
720575940619932654,sensory
720575940638610421,sensory
720575940626650108,sensory
720575940628091910,sensory
720575940618818580,sensory
720575940619998228,sensory
720575940633170969,central
720575940632384537,sensory
720575940626748446,sensory
720575940644672548,central
720575940624520231,sensory
720575940623307815,sensory
720575940627272747,sensory
720575940615541810,central
720575940647031860,descending
720575940625601594,central
720575940629009468,sensory
720575940636873791,central
720575940637561919,central
720575940621833281,central
720575940609348676,sensory_ascending
720575940636709958,sensory_ascending
720575940637627470,sensory
720575940628616271,sensory
720575940627469394,central
720575940627207257,sensory
720575940634645600,central
720575940629009513,central
720575940615050346,central
720575940634612843,sensory
720575940632974443,ascending
720575940634809455,central
720575940616655989,sensory
720575940647654521,ascending
720575940622587018,central
720575940626224280,central
720575940625699992,central
720575940624028855,central
720575940624913596,sensory
720575940618261696,sensory_ascending
720575940619801793,ascending
720575940610888910,central
720575940617245908,sensory
720575940608562389,sensory
720575940610299098,central
720575940628419804,central
720575940615410911,central
720575940633040097,central
720575940612461795,sensory
720575940622456039,sensory
720575940626027752,descending
720575940622357740,sensory
720575940620260596,sensory
720575940640609525,sensory
720575940630910203,sensory
720575940622324991,central
720575940627404035,central
720575940627535110,central
720575940621571341,sensory
720575940623602958,central
720575940624258318,sensory
720575940629730575,sensory
720575940628780309,central
720575940625700124,central
720575940626748702,descending
720575940616885538,sensory
720575940632679727,central
720575940616164658,central
720575940639233333,sensory
720575940627371322,sensory
720575940618229051,visual_centrifugal
720575940625962312,central
720575940623537485,descending
720575940618392912,central
720575940618556752,sensory
720575940616951124,sensory
720575940617999700,ascending
720575940616361302,sensory
720575940621800798,central
720575940614165866,central
720575940614296938,central
720575940620031341,sensory
720575940641396078,sensory
720575940640413043,ascending
720575940637791603,central
720575940610332024,central
720575940627404154,sensory_ascending
720575940629796222,central
720575940620621190,descending
720575940617901447,sensory_ascending
720575940620031366,central
720575940615345558,central
720575940633662871,ascending
720575940617672093,sensory
720575940621866416,central
720575940635596212,central
720575940623078852,central
720575940625929671,sensory_ascending
720575940626191818,central
720575940619867595,central
720575940613838289,descending
720575940610004437,central
720575940622161366,descending
720575940615378399,descending
720575940611249635,central
720575940625012204,central
720575940626093553,sensory
720575940628649465,sensory
720575940616295937,sensory
720575940607546889,sensory
720575940619998740,central
720575940620293652,sensory
720575940619572762,sensory
720575940617541147,sensory
720575940624881180,sensory
720575940625798695,central
720575940631467565,sensory
720575940611151406,central
720575940628911671,central
720575940631008824,ascending
720575940629894716,central
720575940619114048,central
720575940613641794,central
720575940625962568,sensory
720575940628059722,central
720575940625339981,central
720575940632188497,sensory
720575940626028114,central
720575940617967188,sensory
720575940639037016,central
720575940632286816,sensory_ascending
720575940637562469,sensory_ascending
720575940644410990,central
720575940612888178,motor
720575940635530871,central
720575940618851963,sensory
720575940626618000,central
720575940615214738,sensory
720575940623242900,central
720575940626650776,central
720575940624324248,sensory
720575940633335450,sensory
720575940632975002,central
720575940611905177,central
720575940611643033,sensory
720575940653913761,sensory
720575940619310757,central
720575940618426021,ascending
720575940605154988,ascending
720575940632680109,sensory
720575940620981936,sensory
720575940623079095,central
720575940613641915,sensory
720575940625045180,central
720575940616197819,central
720575940623013564,sensory_ascending
720575940610463427,central
720575940608628419,central
720575940631631564,central
720575940611938001,sensory
720575940632057570,central
720575940613052131,central
720575940625733351,descending
720575940613019373,sensory
720575940620097262,sensory_ascending
720575940628387587,central
720575940626552597,central
720575940618098459,central
720575940621539113,central
720575940629141292,sensory
720575940631598904,sensory
720575940627371834,central
720575940618524481,central
720575940626257736,sensory
720575940621047632,central
720575940618950480,sensory
720575940626454361,sensory
720575940636186463,descending
720575940633171808,sensory
720575940644968302,central
720575940644706158,sensory
720575940637136752,central
720575940633401199,central
720575940639397747,sensory
720575940619900788,sensory
720575940619376500,central
720575940619016059,central
720575940627535742,central
720575940637955968,sensory_ascending
720575940605187970,central
720575940623406984,sensory
720575940641265549,sensory
720575940624750480,descending
720575940612429714,descending
720575940633499548,central
720575940631041956,ascending
720575940604991409,sensory
720575940611545011,sensory
720575940638218173,sensory
720575940624095172,central
720575940623210445,ascending
720575940609644498,sensory
720575940622030806,sensory
720575940629534679,sensory
720575940629370844,central
720575940614166495,sensory
720575940637530084,descending
720575940618786798,central
720575940624816115,descending
720575940617181185,central
720575940627142666,sensory
720575940624226318,central
720575940629207055,central
720575940628125715,descending
720575940619606036,central
720575940619999252,sensory
720575940626847765,central
720575940634023961,sensory
720575940614035485,sensory
720575940625602597,sensory
720575940622391337,central
720575940611610670,descending
720575940618590262,sensory
720575940629502009,sensory
720575940627404858,central
720575940627372090,ascending
720575940637366335,sensory
720575940619671616,central
720575940637661247,sensory
720575940624160845,central
720575940638185550,sensory
720575940630059087,descending
720575940617738325,sensory
720575940608399452,sensory
720575940608104540,sensory
720575940621244510,sensory
720575940627109991,sensory
720575940612626538,sensory
720575940611610737,central
720575940637464691,ascending
720575940647524473,sensory_ascending
720575940617541755,sensory
720575940625537149,central
720575940629239934,central
720575940604926082,sensory_ascending
720575940625897603,sensory_ascending
720575940626847875,sensory
720575940631632012,descending
720575940613347474,sensory
720575940614985878,central
720575940627372184,sensory
720575940618295454,central
720575940620982437,central
720575940611184819,sensory
720575940625111223,central
720575940624554170,motor
720575940622457028,sensory
720575940625242314,central
720575940630321356,sensory
720575940630223052,central
720575940620785869,sensory_ascending
720575940612626641,central
