root_id,super_class,class
720575940612590102,central,Kenyon_Cell
720575940604103200,central,Kenyon_Cell
720575940625926693,central,DAN
720575940623764007,central,unknown
720575940613016104,central,ALPN
720575940622977577,central,LHLN
720575940631595562,sensory,olfactory
720575940630907434,central,unknown
720575940624681520,central,unknown
720575940631792184,central,Kenyon_Cell
720575940638083647,central,unknown
720575940620814913,central,unknown
720575940638673478,central,unknown
720575940626582088,sensory,olfactory
720575940630547019,sensory,olfactory
720575940637461082,central,unknown
720575940634937951,central,Kenyon_Cell
720575940634217061,central,unknown
720575940636052080,sensory,olfactory
720575940637067888,central,unknown
720575940609870449,central,unknown
720575940615768693,central,Kenyon_Cell
720575940610427512,central,unknown
720575940626057853,central,unknown
720575940625402501,central,ALPN
720575940642343565,central,ALLN
720575940635593358,sensory,olfactory
720575940636609166,central,LHLN
720575940626451088,central,unknown
720575940643293837,central,unknown
720575940623927956,sensory,olfactory
720575940617341597,central,Kenyon_Cell
720575940613999263,sensory,olfactory
720575940654926497,central,LHLN
720575940620159659,central,unknown
720575940621241008,central,unknown
720575940621175472,central,Kenyon_Cell
720575940635462324,central,unknown
720575940624943800,central,unknown
720575940638804669,sensory,olfactory
720575940605250238,sensory,olfactory
720575940630973125,central,unknown
720575940642212552,central,ALPN
720575940630285007,sensory,olfactory
720575940611672785,central,unknown
720575940631661281,central,Kenyon_Cell
720575940633496290,central,Kenyon_Cell
720575940639230692,central,LHLN
720575940611377893,sensory,hygrosensory
720575940616915686,central,Kenyon_Cell
720575940620225264,central,Kenyon_Cell
720575940621241072,ascending,AN
720575940652403446,central,Kenyon_Cell
720575940617046785,sensory,olfactory
720575940628581123,central,Kenyon_Cell
720575940627172100,central,ALPN
720575940622977799,sensory,olfactory
720575940624288520,central,Kenyon_Cell
720575940622027527,central,unknown
720575940607085323,sensory,olfactory
720575940628810512,central,unknown
720575940631268114,central,LHLN
720575940627237651,central,unknown
720575940632677145,sensory,olfactory
720575940623141658,central,unknown
720575940645325603,sensory,olfactory
720575940628024107,central,ALPN
720575940630219567,central,Kenyon_Cell
720575940619537201,central,unknown
720575940631792440,central,Kenyon_Cell
720575940616358715,central,Kenyon_Cell
720575940637002574,sensory,olfactory
720575940619864912,central,Kenyon_Cell
720575940632447827,central,Kenyon_Cell
720575940639427416,sensory,olfactory
720575940610460514,sensory,hygrosensory
720575940623928163,central,unknown
720575940613507946,central,Kenyon_Cell
720575940620815213,central,unknown
720575940638116723,sensory,olfactory
720575940620028788,sensory,olfactory
720575940620356468,sensory,olfactory
720575940630317942,central,unknown
720575940623403900,central,unknown
720575940629007230,sensory,thermosensory
720575940638509952,sensory,hygrosensory
720575940646308740,sensory,olfactory
720575940620454790,central,LHLN
720575940622060426,central,Kenyon_Cell
720575940625828752,central,unknown
720575940609739669,central,ALPN
720575940634708887,central,unknown
720575940610952089,central,Kenyon_Cell
720575940610755481,central,unknown
720575940644473760,descending,unknown
720575940620192677,ascending,AN
720575940619930534,sensory,thermosensory
720575940612590503,central,Kenyon_Cell
720575940631956397,sensory,olfactory
720575940605742002,sensory,olfactory
720575940637756349,central,Kenyon_Cell
720575940639132605,central,unknown
720575940634938303,central,LHLN
720575940620454848,central,LHLN
720575940620454849,central,Kenyon_Cell
720575940634643391,central,unknown
720575940621896653,sensory,olfactory
720575940622781389,central,Kenyon_Cell
720575940610886610,central,Kenyon_Cell
720575940630580183,central,unknown
720575940640115675,central,Kenyon_Cell
720575940621044701,central,Kenyon_Cell
720575940614523871,central,Kenyon_Cell
720575940603317216,central,Kenyon_Cell
720575940633365473,central,unknown
720575940633660386,central,unknown
720575940613049315,central,Kenyon_Cell
720575940639067108,central,ALLN
720575940613213151,central,Kenyon_Cell
720575940637395945,central,Kenyon_Cell
720575940624157675,central,Kenyon_Cell
720575940613213165,central,LHLN
720575940612099053,central,Kenyon_Cell
720575940619373551,sensory,olfactory
720575940620749807,descending,unknown
720575940641065973,central,Kenyon_Cell
720575940614982654,sensory,olfactory
720575940621929471,sensory,olfactory
720575940622289919,sensory,olfactory
720575940612197374,central,ALPN
720575940628155395,central,Kenyon_Cell
720575940606954507,central,Kenyon_Cell
720575940627631125,central,unknown
720575940617473051,central,Kenyon_Cell
720575940625271845,sensory,olfactory
720575940610493486,central,unknown
720575940639624253,central,Kenyon_Cell
720575940618652736,central,unknown
720575940615146562,sensory,olfactory
720575940608199748,central,ALPN
720575940623797321,sensory,olfactory
720575940623567945,sensory,olfactory
720575940622519372,sensory,olfactory
720575940621765708,central,ALPN
720575940619603024,sensory,olfactory
720575940639099992,central,Kenyon_Cell
720575940637592666,central,unknown
720575940629072999,central,Kenyon_Cell
720575940631923816,sensory,olfactory
720575940627958889,central,ALPN
720575940620913773,central,LHLN
720575940620881005,central,unknown
720575940637068400,central,LHLN
720575940638149744,central,ALPN
720575940611837041,central,Kenyon_Cell
720575940639624307,central,unknown
720575940650929273,descending,unknown
720575940625665149,central,Kenyon_Cell
720575940621044863,sensory,olfactory
720575940621470847,central,unknown
720575940617145483,sensory,olfactory
720575940615081099,central,ALPN
720575940615113867,central,Kenyon_Cell
720575940625435792,central,unknown
720575940614327442,sensory,olfactory
720575940634414231,sensory,olfactory
720575940625894552,central,unknown
720575940612590754,central,Kenyon_Cell
720575940638772387,sensory,olfactory
720575940614229159,central,Kenyon_Cell
720575940626812072,sensory,olfactory
720575940613180591,central,unknown
720575940620258480,central,unknown
720575940636576948,central,unknown
720575940624911548,central,LHCENT
720575940635036863,central,unknown
720575940622748868,central,Kenyon_Cell
720575940631858373,central,ALLN
720575940625337546,sensory,olfactory
720575940631727308,sensory,olfactory
720575940611476686,central,unknown
720575940641361104,central,unknown
720575940631432403,central,Kenyon_Cell
720575940610100437,central,ALPN
720575940621372630,central,unknown
720575940629892311,central,unknown
720575940616260825,central,Kenyon_Cell
720575940623568093,central,unknown
720575940614524127,central,Kenyon_Cell
720575940604431584,central,ALPN
720575940604398816,central,LHLN
720575940634709217,central,unknown
720575940613016805,central,unknown
720575940625534187,central,unknown
720575940612099309,central,Kenyon_Cell
720575940620324079,central,unknown
720575940621667568,central,unknown
720575940641066229,central,Kenyon_Cell
720575940629925111,central,LHLN
720575940629499130,central,unknown
720575940630285563,central,unknown
720575940606496011,central,Kenyon_Cell
720575940615310604,visual_centrifugal,unknown
720575940625763601,central,Kenyon_Cell
