root_id,rank,primary_type,neuropil,real,null_mean,null_sd,z,p_emp,q_emp,p_z,q_z
720575940627796298,12,AVLP080,AVLP_L,1.883208395177756e-05,1.4586275370755841e-05,6.271591792134955e-06,0.6769905825736743,0.23383084577114427,0.23383084577114427,0.24920596475816748,0.24920596475816748
720575940620873793,13,CB0574,SPS_R,3.0134596231149826e-05,1.7512098390723392e-06,1.9233049916019735e-06,14.75761073569314,0.004975124378109453,0.008291873963515755,1.3742315325655796e-49,7.63461962536433e-49
720575940623338281,14,DNg98,GNG,2.594848057212306e-05,1.0056463306581443e-06,1.354846589936141e-06,18.41008009817596,0.004975124378109453,0.008291873963515755,5.453058139056438e-76,4.544215115880365e-75
720575940630085583,15,DNa03,LAL_R,1.1998386051262432e-05,5.774746551627429e-06,3.7633112199467247e-06,1.6537668919455215,0.07960199004975124,0.09045680687471733,0.049087442688994634,0.05578118487385753
720575940639152361,16,DNg84,GNG,3.4793688594508188e-06,1.487022448877008e-06,1.7904732310769214e-06,1.112748504693068,0.12437810945273632,0.134742951907131,0.13290822863503382,0.14421085089997168
720575940647075619,17,CB0109,GNG,2.3137802915347946e-05,1.9923464105738123e-06,2.130038783125822e-06,9.927263612422715,0.004975124378109453,0.008291873963515755,1.5841541752236247e-23,4.659276985951837e-23
720575940614087219,18,CB0534,GNG,2.3126929887662163e-05,2.5702478320732208e-06,2.419255286510129e-06,8.497111557516844,0.004975124378109453,0.008291873963515755,9.718330949001465e-18,2.313888321190825e-17
720575940625871408,19,CB0109,GNG,2.1740618857724725e-05,1.6502809595790529e-06,1.611245841246221e-06,12.46882218954667,0.004975124378109453,0.008291873963515755,5.522321626954032e-36,2.510146194070015e-35
720575940635967886,20,AVLP340,AVLP_R,7.910127641407722e-06,2.4273762482820214e-06,2.1637047781099177e-06,2.5339646372251865,0.03482587064676617,0.04049519842647229,0.005639005622012437,0.006556983281409811
720575940626663953,21,AVLP340,AVLP_L,1.4080570853090032e-05,2.1554146432913535e-06,2.04197057114736e-06,5.8400235430905685,0.004975124378109453,0.008291873963515755,2.6096722985698354e-09,4.832726478833028e-09
720575940626555440,22,CB0478,SAD,2.814483216465139e-05,3.832307338131363e-06,2.6290369611484157e-06,9.247692286494074,0.004975124378109453,0.008291873963515755,1.1469581825322956e-20,2.867395456330739e-20
720575940640978048,23,DNg100,GNG,2.020752195402921e-05,2.507564827464676e-06,2.201077963209159e-06,8.041494859526967,0.004975124378109453,0.008291873963515755,4.4374535215026942e-16,1.008512163977885e-15
720575940618574749,24,DNg35,GNG,1.923438597615156e-05,8.024566257800582e-07,1.95216275175544e-06,9.441799529161688,0.004975124378109453,0.008291873963515755,1.8321565823541617e-21,4.821464690405688e-21
720575940620918789,25,DNa03,LAL_L,1.02750111630657e-05,6.0002803283997925e-06,3.8843701042695365e-06,1.1004952463122148,0.12935323383084577,0.134742951907131,0.1355581998459734,0.14421085089997168
720575940631340815,26,CB3892b,GNG,1.3868546813217248e-05,2.973827437200299e-06,2.457061696160457e-06,4.434043879745328,0.009950248756218905,0.013092432573972244,4.624089527561056e-06,7.22513988681415e-06
720575940630164992,27,CB0443,GNG,1.592898555967328e-05,3.9132298466828095e-06,2.999443634424828e-06,4.005994836870675,0.009950248756218905,0.013092432573972244,3.087849895228048e-05,4.2886804100389554e-05
720575940625454162,28,AN_GNG_SAD_2,GNG,7.399095340175882e-06,3.5753233287778584e-07,8.941344750142118e-07,7.875284092122915,0.004975124378109453,0.008291873963515755,1.6998474029448214e-15,3.5413487561350443e-15
