modality,rep,trials,surv_qz_top50,surv_qz_top25,surv_qemp_top50,median_z,max_z,seconds
ocellar,0,200,1,1,0,0.39534859756380014,3.1756134818661215,16.92214322090149
ocellar,1,200,4,4,0,0.6216327202898304,3.724416317495461,15.580976724624634
ocellar,2,200,9,2,0,0.8491336665010037,4.590608859432667,18.209847927093506
ocellar,3,200,0,0,0,0.4675857775262334,2.817435364009243,15.892852067947388
ocellar,4,200,0,0,0,0.4359173326254169,2.9417230702011894,17.782576322555542
