root_id,super_class,class,bw_weighted,bw_unweighted,influence,in_syn,in_deg,out_syn,out_deg,total_syn,traversal,current_flow
720575940636080495,optic,optic_lobe_intrinsic,0.0,0.0,10.96639544966646,15.0,3.0,91.0,10.0,106.0,-12.22,
720575940610914680,optic,optic_lobe_intrinsic,0.0,0.0,14.12179843488864,227.0,34.0,131.0,10.0,358.0,-12.06,
720575940641061248,optic,optic_lobe_intrinsic,0.0,0.0,14.655864240835497,6.0,1.0,62.0,7.0,68.0,-12.31,
720575940660853121,optic,optic_lobe_intrinsic,0.0,0.0,12.765166765449523,187.0,23.0,192.0,21.0,379.0,-12.17,
720575940640143744,optic,optic_lobe_intrinsic,0.0,0.0,12.424423252032332,90.0,10.0,60.0,7.0,150.0,-12.04,
720575940642371981,optic,optic_lobe_intrinsic,0.0,0.0,12.841368309259169,13.0,1.0,54.0,3.0,67.0,-12.71,
720575940637260174,optic,optic_lobe_intrinsic,0.0,0.0,13.30249798567178,48.0,5.0,23.0,4.0,71.0,-11.8,
720575940636735886,optic,optic_lobe_intrinsic,0.0,0.0,12.101638479036152,19.0,3.0,18.0,3.0,37.0,-12.06,
720575940627167640,optic,optic_lobe_intrinsic,0.0,0.0,10.602855621321806,20.0,2.0,25.0,2.0,45.0,-12.3,
720575940621138341,optic,optic_lobe_intrinsic,0.0,0.0,14.8092116397584,37.0,5.0,141.0,21.0,178.0,-11.64,
720575940614977959,visual_projection,unknown,0.0,0.0,14.860920670222251,104.0,12.0,19.0,3.0,123.0,-11.87,
720575940627823016,optic,optic_lobe_intrinsic,0.0,0.0,14.360758596935588,5.0,1.0,20.0,2.0,25.0,-12.07,
720575940635556270,optic,optic_lobe_intrinsic,0.0,0.0,12.040095911644295,48.0,6.0,218.0,24.0,266.0,-11.54,
720575940614191535,optic,optic_lobe_intrinsic,0.0,0.0,7.550729848301941,23.0,3.0,41.0,5.0,64.0,-12.81,
720575940612880819,optic,optic_lobe_intrinsic,0.0,0.0,10.10766981620738,16.0,2.0,40.0,6.0,56.0,-12.61,
720575940621662646,optic,optic_lobe_intrinsic,0.0,0.0,11.947779285264712,41.0,5.0,19.0,3.0,60.0,-12.19,
720575940624677303,visual_projection,unknown,5.1295934329385484e-09,1.3361376260212262e-08,16.805652026698546,480.0,36.0,337.0,14.0,817.0,-10.97,
720575940618516921,optic,optic_lobe_intrinsic,0.0,0.0,15.14602796580648,77.0,10.0,68.0,9.0,145.0,-11.9,
720575940628216263,optic,optic_lobe_intrinsic,0.0,0.0,15.519349667401393,93.0,8.0,22.0,3.0,115.0,-12.01,
720575940620745163,optic,optic_lobe_intrinsic,0.0,0.0,9.334881016054917,17.0,2.0,38.0,4.0,55.0,-12.67,
720575940617599449,optic,optic_lobe_intrinsic,0.0,0.0,14.511614890599144,15.0,2.0,51.0,7.0,66.0,-12.05,
